away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,losing_Team,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,winning_pitcher,summary,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Reid Detmers,N,,Bottom,,Rogers Centre,2022-08-26T23:07:00Z,108,2022-08-26,14,9,Final,Los Angeles Angels,Mitch White,Reid Detmers,2022-08-26 - Los Angeles Angels (12) @ Toronto Blue Jays (0) (Final),R,12,Toronto Blue Jays,661704,Los Angeles Angels,0,1,,141,Toronto Blue Jays,LAA leads 1-0,Mitch White,['MLB.tv Free Game']
,Shohei Ohtani,N,,Bottom,,Rogers Centre,2022-08-27T19:07:00Z,108,2022-08-27,14,9,Final,Los Angeles Angels,Alek Manoah,Shohei Ohtani,2022-08-27 - Los Angeles Angels (2) @ Toronto Blue Jays (0) (Final),R,2,Toronto Blue Jays,661703,Los Angeles Angels,0,1,Jimmy Herget,141,Toronto Blue Jays,LAA wins 2-0,Alek Manoah,['MLBN (out-of-market only)']
,Tucker Davidson,N,,Bottom,,Rogers Centre,2022-08-28T17:37:00Z,108,2022-08-28,14,9,Final,Los Angeles Angels,Ross Stripling,Andrew Wantz,2022-08-28 - Los Angeles Angels (8) @ Toronto Blue Jays (3) (Final),R,8,Toronto Blue Jays,661773,Los Angeles Angels,3,1,,141,Toronto Blue Jays,LAA wins 3-0,Ross Stripling,['MLBN (out-of-market only)']
,Frankie Montas,N,,Top,,Angel Stadium,2022-08-30T01:38:00Z,147,2022-08-29,1,9,Final,New York Yankees,Jose Suarez,Jose Suarez,2022-08-29 - New York Yankees (3) @ Los Angeles Angels (4) (Final),R,3,Los Angeles Angels,663424,Los Angeles Angels,4,1,Jimmy Herget,108,New York Yankees,LAA leads 1-0,Frankie Montas,['MLBN (out-of-market only)']
,Jameson Taillon,N,,Bottom,,Angel Stadium,2022-08-31T01:38:00Z,147,2022-08-30,1,9,Final,New York Yankees,Mike Mayers,Greg Weissert,2022-08-30 - New York Yankees (7) @ Los Angeles Angels (4) (Final),R,7,Los Angeles Angels,663437,New York Yankees,4,1,,108,Los Angeles Angels,Series tied 1-1,Mike Mayers,['MLBN (out-of-market only)']
,Gerrit Cole,N,,Top,,Angel Stadium,2022-09-01T01:38:00Z,147,2022-08-31,1,9,Final,New York Yankees,Patrick Sandoval,Patrick Sandoval,2022-08-31 - New York Yankees (2) @ Los Angeles Angels (3) (Final),R,2,Los Angeles Angels,663410,Los Angeles Angels,3,1,Jimmy Herget,108,New York Yankees,LAA wins 2-1,Gerrit Cole,['MLB.tv Free Game']
,Lance McCullers Jr.,N,,Bottom,,Angel Stadium,2022-09-03T01:38:00Z,117,2022-09-02,1,9,Final,Houston Astros,Reid Detmers,Lance McCullers Jr.,2022-09-02 - Houston Astros (4) @ Los Angeles Angels (2) (Final),R,4,Los Angeles Angels,663428,Houston Astros,2,1,Rafael Montero,108,Los Angeles Angels,HOU leads 1-0,Reid Detmers,[]
,Luis Garcia,N,,Bottom,,Angel Stadium,2022-09-04T01:07:00Z,117,2022-09-03,1,12,Final,Houston Astros,Shohei Ohtani,Ryan Tepera,2022-09-03 - Houston Astros (1) @ Los Angeles Angels (2) (Final),R,1,Los Angeles Angels,663436,Los Angeles Angels,2,1,,108,Houston Astros,Series tied 1-1,Will Smith,[]
,Jose Urquidy,N,,Bottom,,Angel Stadium,2022-09-04T20:07:00Z,117,2022-09-04,1,9,Final,Houston Astros,Tucker Davidson,Jose Urquidy,2022-09-04 - Houston Astros (9) @ Los Angeles Angels (1) (Final),R,9,Los Angeles Angels,663435,Houston Astros,1,1,,108,Los Angeles Angels,HOU wins 2-1,Tucker Davidson,[]
,Tyler Alexander,N,,Top,,Angel Stadium,2022-09-06T01:38:00Z,116,2022-09-05,1,9,Final,Detroit Tigers,Jose Suarez,Jose Suarez,2022-09-05 - Detroit Tigers (0) @ Los Angeles Angels (10) (Final),R,0,Los Angeles Angels,663434,Los Angeles Angels,10,1,,108,Detroit Tigers,LAA leads 1-0,Tyler Alexander,[]
,Eduardo Rodriguez,N,,Bottom,,Angel Stadium,2022-09-07T01:38:00Z,116,2022-09-06,1,10,Final,Detroit Tigers,Mike Mayers,Ryan Tepera,2022-09-06 - Detroit Tigers (4) @ Los Angeles Angels (5) (Final),R,4,Los Angeles Angels,663407,Los Angeles Angels,5,1,,108,Detroit Tigers,LAA wins 2-0,Andrew Chafin,[]
,Drew Hutchison,N,,Bottom,,Angel Stadium,2022-09-07T20:07:00Z,116,2022-09-07,1,9,Final,Detroit Tigers,Patrick Sandoval,Jose Cisnero,2022-09-07 - Detroit Tigers (5) @ Los Angeles Angels (4) (Final),R,5,Los Angeles Angels,663409,Detroit Tigers,4,1,Gregory Soto,108,Los Angeles Angels,LAA wins 2-1,Jose Quijada,[]
,Michael Lorenzen,N,,Top,,Minute Maid Park,2022-09-10T00:10:00Z,108,2022-09-09,2392,9,Final,Los Angeles Angels,Lance McCullers Jr.,Lance McCullers Jr.,2022-09-09 - Los Angeles Angels (3) @ Houston Astros (4) (Final),R,3,Houston Astros,661085,Houston Astros,4,1,Ryan Pressly,117,Los Angeles Angels,HOU leads 1-0,Andrew Wantz,[]
,Shohei Ohtani,N,,Bottom,,Minute Maid Park,2022-09-10T23:15:00Z,108,2022-09-10,2392,9,Final,Los Angeles Angels,Jose Urquidy,Shohei Ohtani,2022-09-10 - Los Angeles Angels (6) @ Houston Astros (1) (Final),R,6,Houston Astros,661084,Los Angeles Angels,1,1,,117,Houston Astros,Series tied 1-1,Jose Urquidy,['FOX']
,Tucker Davidson,N,,Top,,Minute Maid Park,2022-09-11T18:10:00Z,108,2022-09-11,2392,9,Final,Los Angeles Angels,Luis Garcia,Luis Garcia,2022-09-11 - Los Angeles Angels (4) @ Houston Astros (12) (Final),R,4,Houston Astros,661083,Houston Astros,12,1,,117,Los Angeles Angels,HOU wins 2-1,Tucker Davidson,[]
,Reid Detmers,N,,Top,,Progressive Field,2022-09-12T22:10:00Z,108,2022-09-12,5,9,Final,Los Angeles Angels,Konnor Pilkington,Enyel De Los Santos,2022-09-12 - Los Angeles Angels (4) @ Cleveland Guardians (5) (Final),R,4,Cleveland Guardians,662970,Cleveland Guardians,5,1,Emmanuel Clase,114,Los Angeles Angels,CLE leads 1-0,Aaron Loup,['MLBN (out-of-market only)']
,Jose Suarez,N,,Top,,Progressive Field,2022-09-13T22:10:00Z,108,2022-09-13,5,9,Final,Los Angeles Angels,Cody Morris,Kirk McCarty,2022-09-13 - Los Angeles Angels (1) @ Cleveland Guardians (3) (Final),R,1,Cleveland Guardians,662965,Cleveland Guardians,3,1,Emmanuel Clase,114,Los Angeles Angels,CLE wins 2-0,Jose Suarez,[]
,Patrick Sandoval,N,,Top,,Progressive Field,2022-09-14T17:10:00Z,108,2022-09-14,5,9,Final,Los Angeles Angels,Cal Quantrill,Trevor Stephan,2022-09-14 - Los Angeles Angels (3) @ Cleveland Guardians (5) (Final),R,3,Cleveland Guardians,662969,Cleveland Guardians,5,1,James Karinchak,114,Los Angeles Angels,CLE wins 3-0,Ryan Tepera,['MLBN (out-of-market only)']
,Robbie Ray,N,,Top,,Angel Stadium,2022-09-17T01:38:00Z,136,2022-09-16,1,9,Final,Seattle Mariners,Michael Lorenzen,Michael Lorenzen,2022-09-16 - Seattle Mariners (7) @ Los Angeles Angels (8) (Final),R,7,Los Angeles Angels,663427,Los Angeles Angels,8,1,Ryan Tepera,108,Seattle Mariners,LAA leads 1-0,Robbie Ray,[]
,George Kirby,N,,Top,,Angel Stadium,2022-09-18T01:07:00Z,136,2022-09-17,1,9,Final,Seattle Mariners,Shohei Ohtani,Shohei Ohtani,2022-09-17 - Seattle Mariners (1) @ Los Angeles Angels (2) (Final),R,1,Los Angeles Angels,663426,Los Angeles Angels,2,1,Aaron Loup,108,Seattle Mariners,LAA leads 2-0,George Kirby,[]
,Marco Gonzales,N,,Top,,Angel Stadium,2022-09-18T20:07:00Z,136,2022-09-18,1,9,Final,Seattle Mariners,Reid Detmers,Reid Detmers,2022-09-18 - Seattle Mariners (1) @ Los Angeles Angels (5) (Final),R,1,Los Angeles Angels,663425,Los Angeles Angels,5,1,,108,Seattle Mariners,LAA wins 3-0,Marco Gonzales,[]
,Logan Gilbert,N,,Bottom,,Angel Stadium,2022-09-19T20:07:00Z,136,2022-09-19,1,9,Final,Seattle Mariners,Jose Suarez,Logan Gilbert,2022-09-19 - Seattle Mariners (9) @ Los Angeles Angels (1) (Final),R,9,Los Angeles Angels,663423,Seattle Mariners,1,1,,108,Los Angeles Angels,LAA wins 3-1,Jose Suarez,['MLBN (out-of-market only)']
,Patrick Sandoval,N,,Bottom,,Globe Life Field,2022-09-21T00:05:00Z,108,2022-09-20,5325,9,Final,Los Angeles Angels,Cole Ragans,Patrick Sandoval,2022-09-20 - Los Angeles Angels (5) @ Texas Rangers (2) (Final),R,5,Texas Rangers,661837,Los Angeles Angels,2,1,Jimmy Herget,140,Texas Rangers,LAA leads 1-0,Dennis Santana,[]
,Tucker Davidson,N,,Top,,Globe Life Field,2022-09-22T00:05:00Z,108,2022-09-21,5325,9,Final,Los Angeles Angels,Dane Dunning,Dane Dunning,2022-09-21 - Los Angeles Angels (2) @ Texas Rangers (7) (Final),R,2,Texas Rangers,661783,Texas Rangers,7,1,,140,Los Angeles Angels,Series tied 1-1,Tucker Davidson,[]
,Michael Lorenzen,N,,Top,,Globe Life Field,2022-09-22T18:05:00Z,108,2022-09-22,5325,9,Final,Los Angeles Angels,Martin Perez,Matt Moore,2022-09-22 - Los Angeles Angels (3) @ Texas Rangers (5) (Final),R,3,Texas Rangers,661806,Texas Rangers,5,1,Jose Leclerc,140,Los Angeles Angels,TEX wins 2-1,Jose Quijada,['MLBN (out-of-market only)']
,Shohei Ohtani,N,,Bottom,,Target Field,2022-09-24T00:10:00Z,108,2022-09-23,3312,9,Final,Los Angeles Angels,Louie Varland,Shohei Ohtani,2022-09-23 - Los Angeles Angels (4) @ Minnesota Twins (2) (Final),R,4,Minnesota Twins,661668,Los Angeles Angels,2,1,Ryan Tepera,142,Minnesota Twins,LAA leads 1-0,Louie Varland,[]
,Reid Detmers,N,,Top,,Target Field,2022-09-24T23:10:00Z,108,2022-09-24,3312,9,Final,Los Angeles Angels,Joe Ryan,Griffin Jax,2022-09-24 - Los Angeles Angels (4) @ Minnesota Twins (8) (Final),R,4,Minnesota Twins,661656,Minnesota Twins,8,1,,142,Los Angeles Angels,Series tied 1-1,Reid Detmers,['MLBN (out-of-market only)']
,Jose Suarez,N,,Bottom,,Target Field,2022-09-25T18:10:00Z,108,2022-09-25,3312,9,Final,Los Angeles Angels,Dylan Bundy,Jose Suarez,2022-09-25 - Los Angeles Angels (10) @ Minnesota Twins (3) (Final),R,10,Minnesota Twins,661667,Los Angeles Angels,3,1,,142,Minnesota Twins,LAA wins 2-1,Dylan Bundy,[]
,James Kaprielian,N,,Top,,Angel Stadium,2022-09-28T01:38:00Z,133,2022-09-27,1,9,Final,Oakland Athletics,Patrick Sandoval,Ryan Tepera,2022-09-27 - Oakland Athletics (3) @ Los Angeles Angels (4) (Final),R,3,Los Angeles Angels,663422,Los Angeles Angels,4,1,Jimmy Herget,108,Oakland Athletics,LAA leads 1-0,A.J. Puk,[]
,Adrian Martinez,N,,Top,,Angel Stadium,2022-09-29T01:38:00Z,133,2022-09-28,1,9,Final,Oakland Athletics,Michael Lorenzen,Michael Lorenzen,2022-09-28 - Oakland Athletics (1) @ Los Angeles Angels (4) (Final),R,1,Los Angeles Angels,663421,Los Angeles Angels,4,1,Jimmy Herget,108,Oakland Athletics,LAA wins 2-0,Adrian Martinez,[]
,Cole Irvin,N,,Top,,Angel Stadium,2022-09-30T01:38:00Z,133,2022-09-29,1,9,Final,Oakland Athletics,Shohei Ohtani,Shohei Ohtani,2022-09-29 - Oakland Athletics (2) @ Los Angeles Angels (4) (Final),R,2,Los Angeles Angels,663420,Los Angeles Angels,4,1,Ryan Tepera,108,Oakland Athletics,LAA wins 3-0,Cole Irvin,[]
,Glenn Otto,N,,Top,,Angel Stadium,2022-10-01T01:38:00Z,140,2022-09-30,1,9,Final,Texas Rangers,Reid Detmers,Reid Detmers,2022-09-30 - Texas Rangers (1) @ Los Angeles Angels (4) (Final),R,1,Los Angeles Angels,663406,Los Angeles Angels,4,1,Jimmy Herget,108,Texas Rangers,LAA leads 1-0,Glenn Otto,[]
,Cole Ragans,N,,Top,,Angel Stadium,2022-10-02T01:07:00Z,140,2022-10-01,1,9,Final,Texas Rangers,Jose Suarez,Jose Suarez,2022-10-01 - Texas Rangers (2) @ Los Angeles Angels (3) (Final),R,2,Los Angeles Angels,663405,Los Angeles Angels,3,1,Ryan Tepera,108,Texas Rangers,LAA wins 2-0,Jonathan Hernandez,[]
,Tyson Miller,N,,Top,,Angel Stadium,2022-10-02T20:07:00Z,140,2022-10-02,1,9,Final,Texas Rangers,Tucker Davidson,Jaime Barria,2022-10-02 - Texas Rangers (3) @ Los Angeles Angels (8) (Final),R,3,Los Angeles Angels,663419,Los Angeles Angels,8,1,,108,Texas Rangers,LAA wins 3-0,Tyson Miller,[]
,Patrick Sandoval,N,,Bottom,,Oakland Coliseum,2022-10-04T01:40:00Z,108,2022-10-03,10,10,Final,Los Angeles Angels,Adrian Martinez,Domingo Acevedo,2022-10-03 - Los Angeles Angels (4) @ Oakland Athletics (5) (Final),R,4,Oakland Athletics,662431,Oakland Athletics,5,1,,133,Los Angeles Angels,OAK leads 1-0,Zack Weiss,[]
,Michael Lorenzen,N,,Bottom,,Oakland Coliseum,2022-10-05T01:40:00Z,108,2022-10-04,10,10,Final,Los Angeles Angels,Cole Irvin,A.J. Puk,2022-10-04 - Los Angeles Angels (1) @ Oakland Athletics (2) (Final),R,1,Oakland Athletics,662429,Oakland Athletics,2,1,,133,Los Angeles Angels,OAK wins 2-0,Ryan Tepera,[]
,Shohei Ohtani,N,,Top,,Oakland Coliseum,2022-10-05T20:00:00Z,108,2022-10-05,10,9,Final,Los Angeles Angels,Ken Waldichuk,Ken Waldichuk,2022-10-05 - Los Angeles Angels (2) @ Oakland Athletics (3) (Final),R,2,Oakland Athletics,662421,Oakland Athletics,3,1,Kirby Snead,133,Los Angeles Angels,OAK wins 3-0,Shohei Ohtani,[]
