away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,losing_Team,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,winning_pitcher,summary,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Robbie Ray,N,,Bottom,,Minute Maid Park,2022-06-07T00:10:00Z,136,2022-06-06,2392,9,Final,Seattle Mariners,Cristian Javier,Robbie Ray,2022-06-06 - Seattle Mariners (7) @ Houston Astros (4) (Final),R,7,Houston Astros,662762,Seattle Mariners,4,1,Diego Castillo,117,Houston Astros,SEA leads 1-0,Cristian Javier,['MLB.tv Free Game']
,Chris Flexen,N,,Top,,Minute Maid Park,2022-06-08T00:10:00Z,136,2022-06-07,2392,9,Final,Seattle Mariners,Justin Verlander,Justin Verlander,2022-06-07 - Seattle Mariners (1) @ Houston Astros (4) (Final),R,1,Houston Astros,662761,Houston Astros,4,1,Ryan Pressly,117,Seattle Mariners,Series tied 1-1,Chris Flexen,[]
,Logan Gilbert,N,,Bottom,,Minute Maid Park,2022-06-08T22:40:00Z,136,2022-06-08,2392,9,Final,Seattle Mariners,Jose Urquidy,Logan Gilbert,2022-06-08 - Seattle Mariners (6) @ Houston Astros (3) (Final),R,6,Houston Astros,662760,Seattle Mariners,3,1,Diego Castillo,117,Houston Astros,SEA wins 2-1,Jose Urquidy,[]
,Rich Hill,N,,Bottom,,T-Mobile Park,2022-06-11T02:10:00Z,111,2022-06-10,680,9,Final,Boston Red Sox,Marco Gonzales,Jake Diekman,2022-06-10 - Boston Red Sox (4) @ Seattle Mariners (3) (Final),R,4,Seattle Mariners,662129,Boston Red Sox,3,1,Tanner Houck,136,Seattle Mariners,BOS leads 1-0,Andres Munoz,[]
,Michael Wacha,N,,Bottom,,T-Mobile Park,2022-06-12T02:10:00Z,111,2022-06-11,680,9,Final,Boston Red Sox,George Kirby,Paul Sewald,2022-06-11 - Boston Red Sox (6) @ Seattle Mariners (7) (Final),R,6,Seattle Mariners,662128,Seattle Mariners,7,1,,136,Boston Red Sox,Series tied 1-1,Hansel Robles,[]
,Kutter Crawford,N,,Bottom,,T-Mobile Park,2022-06-12T20:10:00Z,111,2022-06-12,680,9,Final,Boston Red Sox,Robbie Ray,Tyler Danish,2022-06-12 - Boston Red Sox (2) @ Seattle Mariners (0) (Final),R,2,Seattle Mariners,662127,Boston Red Sox,0,1,Tanner Houck,136,Seattle Mariners,BOS wins 2-1,Paul Sewald,[]
,Chris Archer,N,,Bottom,,T-Mobile Park,2022-06-14T02:10:00Z,142,2022-06-13,680,9,Final,Minnesota Twins,Chris Flexen,Caleb Thielbar,2022-06-13 - Minnesota Twins (3) @ Seattle Mariners (2) (Final),R,3,Seattle Mariners,662126,Minnesota Twins,2,1,Emilio Pagan,136,Seattle Mariners,MIN leads 1-0,Chris Flexen,[]
,Joe Ryan,N,,Top,,T-Mobile Park,2022-06-15T02:10:00Z,142,2022-06-14,680,9,Final,Minnesota Twins,Logan Gilbert,Logan Gilbert,2022-06-14 - Minnesota Twins (0) @ Seattle Mariners (5) (Final),R,0,Seattle Mariners,662125,Seattle Mariners,5,1,,136,Minnesota Twins,Series tied 1-1,Joe Ryan,[]
,Sonny Gray,N,,Bottom,,T-Mobile Park,2022-06-15T20:10:00Z,142,2022-06-15,680,9,Final,Minnesota Twins,Marco Gonzales,Griffin Jax,2022-06-15 - Minnesota Twins (5) @ Seattle Mariners (0) (Final),R,5,Seattle Mariners,662173,Minnesota Twins,0,1,,136,Seattle Mariners,MIN wins 2-1,Marco Gonzales,['YouTube']
,Shohei Ohtani,N,,Bottom,,T-Mobile Park,2022-06-17T02:10:00Z,108,2022-06-16,680,9,Final,Los Angeles Angels,George Kirby,Shohei Ohtani,2022-06-16 - Los Angeles Angels (4) @ Seattle Mariners (1) (Final),R,4,Seattle Mariners,662172,Los Angeles Angels,1,1,Raisel Iglesias,136,Seattle Mariners,LAA leads 1-0,George Kirby,['MLBN (out-of-market only)']
,Michael Lorenzen,N,,Top,,T-Mobile Park,2022-06-18T02:10:00Z,108,2022-06-17,680,9,Final,Los Angeles Angels,Robbie Ray,Robbie Ray,2022-06-17 - Los Angeles Angels (1) @ Seattle Mariners (8) (Final),R,1,Seattle Mariners,662171,Seattle Mariners,8,1,,136,Los Angeles Angels,Series tied 1-1,Michael Lorenzen,[]
,Patrick Sandoval,S,,Bottom,,T-Mobile Park,2022-06-18T20:10:00Z,108,2022-06-18,680,10,Final,Los Angeles Angels,Chris Flexen,Raisel Iglesias,2022-06-18 - Los Angeles Angels (4) @ Seattle Mariners (2) (Final),R,4,Seattle Mariners,662194,Los Angeles Angels,2,1,Jose Quijada,136,Seattle Mariners,LAA leads 2-1,Diego Castillo,['MLBN (out-of-market only)']
,Jose Suarez,S,,Bottom,,T-Mobile Park,2022-06-19T02:10:00Z,108,2022-06-18,680,9,Final,Los Angeles Angels,Penn Murfee,Jimmy Herget,2022-06-18 - Los Angeles Angels (3) @ Seattle Mariners (0) (Final),R,3,Seattle Mariners,662170,Los Angeles Angels,0,2,Archie Bradley,136,Seattle Mariners,LAA wins 3-1,Tommy Milone,[]
,Kenny Rosenberg,N,,Bottom,,T-Mobile Park,2022-06-19T20:10:00Z,108,2022-06-19,680,9,Final,Los Angeles Angels,Logan Gilbert,Andrew Wantz,2022-06-19 - Los Angeles Angels (4) @ Seattle Mariners (0) (Final),R,4,Seattle Mariners,662169,Los Angeles Angels,0,1,,136,Seattle Mariners,LAA wins 4-1,Logan Gilbert,[]
,Marco Gonzales,N,,Bottom,,Oakland Coliseum,2022-06-22T01:40:00Z,136,2022-06-21,10,9,Final,Seattle Mariners,James Kaprielian,Marco Gonzales,2022-06-21 - Seattle Mariners (8) @ Oakland Athletics (2) (Final),R,8,Oakland Athletics,662360,Seattle Mariners,2,1,,133,Oakland Athletics,SEA leads 1-0,James Kaprielian,['MLBN (out-of-market only)']
,George Kirby,N,,Bottom,,Oakland Coliseum,2022-06-23T01:40:00Z,136,2022-06-22,10,9,Final,Seattle Mariners,Paul Blackburn,George Kirby,2022-06-22 - Seattle Mariners (9) @ Oakland Athletics (0) (Final),R,9,Oakland Athletics,662359,Seattle Mariners,0,1,,133,Oakland Athletics,SEA wins 2-0,Paul Blackburn,[]
,Robbie Ray,N,,Bottom,,Oakland Coliseum,2022-06-23T19:37:00Z,136,2022-06-23,10,9,Final,Seattle Mariners,Frankie Montas,Diego Castillo,2022-06-23 - Seattle Mariners (2) @ Oakland Athletics (1) (Final),R,2,Oakland Athletics,662358,Seattle Mariners,1,1,Paul Sewald,133,Oakland Athletics,SEA wins 3-0,Zach Jackson,[]
,Chris Flexen,N,,Bottom,,Angel Stadium,2022-06-25T01:38:00Z,136,2022-06-24,1,9,Final,Seattle Mariners,Michael Lorenzen,Chris Flexen,2022-06-24 - Seattle Mariners (4) @ Los Angeles Angels (3) (Final),R,4,Los Angeles Angels,663388,Seattle Mariners,3,1,Paul Sewald,108,Los Angeles Angels,SEA leads 1-0,Michael Lorenzen,[]
,Logan Gilbert,N,,Bottom,,Angel Stadium,2022-06-26T02:07:00Z,136,2022-06-25,1,9,Final,Seattle Mariners,Patrick Sandoval,Logan Gilbert,2022-06-25 - Seattle Mariners (5) @ Los Angeles Angels (3) (Final),R,5,Los Angeles Angels,663441,Seattle Mariners,3,1,Erik Swanson,108,Los Angeles Angels,SEA wins 2-0,Archie Bradley,['FS1']
,Marco Gonzales,N,,Top,,Angel Stadium,2022-06-26T20:07:00Z,136,2022-06-26,1,9,Final,Seattle Mariners,Andrew Wantz,Jose Suarez,2022-06-26 - Seattle Mariners (1) @ Los Angeles Angels (2) (Final),R,1,Los Angeles Angels,663387,Los Angeles Angels,2,1,Oliver Ortega,108,Seattle Mariners,SEA wins 2-1,Marco Gonzales,[]
,Tyler Wells,N,,Bottom,,T-Mobile Park,2022-06-28T02:10:00Z,110,2022-06-27,680,9,Final,Baltimore Orioles,George Kirby,Tyler Wells,2022-06-27 - Baltimore Orioles (9) @ Seattle Mariners (2) (Final),R,9,Seattle Mariners,662168,Baltimore Orioles,2,1,Keegan Akin,136,Seattle Mariners,BAL leads 1-0,George Kirby,['MLBN (out-of-market only)']
,Dean Kremer,N,,Top,,T-Mobile Park,2022-06-29T02:10:00Z,110,2022-06-28,680,9,Final,Baltimore Orioles,Robbie Ray,Diego Castillo,2022-06-28 - Baltimore Orioles (0) @ Seattle Mariners (2) (Final),R,0,Seattle Mariners,662186,Seattle Mariners,2,1,Paul Sewald,136,Baltimore Orioles,Series tied 1-1,Cionel Perez,[]
,Austin Voth,N,,Top,,T-Mobile Park,2022-06-29T20:10:00Z,110,2022-06-29,680,9,Final,Baltimore Orioles,Chris Flexen,Chris Flexen,2022-06-29 - Baltimore Orioles (3) @ Seattle Mariners (9) (Final),R,3,Seattle Mariners,662151,Seattle Mariners,9,1,,136,Baltimore Orioles,SEA wins 2-1,Austin Voth,[]
,Adrian Martinez,N,,Top,,T-Mobile Park,2022-07-01T02:10:00Z,133,2022-06-30,680,9,Final,Oakland Athletics,Logan Gilbert,Logan Gilbert,2022-06-30 - Oakland Athletics (6) @ Seattle Mariners (8) (Final),R,6,Seattle Mariners,662150,Seattle Mariners,8,1,Paul Sewald,136,Oakland Athletics,SEA leads 1-0,Adrian Martinez,[]
,James Kaprielian,N,,Bottom,,T-Mobile Park,2022-07-02T02:10:00Z,133,2022-07-01,680,9,Final,Oakland Athletics,Marco Gonzales,James Kaprielian,2022-07-01 - Oakland Athletics (3) @ Seattle Mariners (1) (Final),R,3,Seattle Mariners,662149,Oakland Athletics,1,1,Lou Trivino,136,Seattle Mariners,Series tied 1-1,Marco Gonzales,[]
,Paul Blackburn,N,,Bottom,,T-Mobile Park,2022-07-02T20:10:00Z,133,2022-07-02,680,9,Final,Oakland Athletics,George Kirby,Diego Castillo,2022-07-02 - Oakland Athletics (1) @ Seattle Mariners (2) (Final),R,1,Seattle Mariners,662163,Seattle Mariners,2,1,,136,Oakland Athletics,SEA leads 2-1,Lou Trivino,['FS1']
,Frankie Montas,N,,Top,,T-Mobile Park,2022-07-03T20:10:00Z,133,2022-07-03,680,9,Final,Oakland Athletics,Robbie Ray,Robbie Ray,2022-07-03 - Oakland Athletics (1) @ Seattle Mariners (2) (Final),R,1,Seattle Mariners,662162,Seattle Mariners,2,1,Paul Sewald,136,Oakland Athletics,SEA wins 3-1,Frankie Montas,[]
,Chris Flexen,N,,Bottom,,Petco Park,2022-07-04T22:40:00Z,136,2022-07-04,2680,9,Final,Seattle Mariners,Sean Manaea,Chris Flexen,2022-07-04 - Seattle Mariners (8) @ San Diego Padres (2) (Final),R,8,San Diego Padres,662270,Seattle Mariners,2,1,,135,San Diego Padres,SEA leads 1-0,Sean Manaea,[]
,Logan Gilbert,N,,Bottom,,Petco Park,2022-07-05T20:10:00Z,136,2022-07-05,2680,9,Final,Seattle Mariners,Mike Clevinger,Logan Gilbert,2022-07-05 - Seattle Mariners (6) @ San Diego Padres (2) (Final),R,6,San Diego Padres,662226,Seattle Mariners,2,1,,135,San Diego Padres,SEA wins 2-0,Mike Clevinger,['MLBN (out-of-market only)']
,Anthony Banda,N,,Top,,T-Mobile Park,2022-07-08T02:10:00Z,141,2022-07-07,680,9,Final,Toronto Blue Jays,Marco Gonzales,Marco Gonzales,2022-07-07 - Toronto Blue Jays (3) @ Seattle Mariners (8) (Final),R,3,Seattle Mariners,662156,Seattle Mariners,8,1,,136,Toronto Blue Jays,SEA leads 1-0,Anthony Banda,['MLB.tv Free Game']
,Ross Stripling,N,,Bottom,,T-Mobile Park,2022-07-09T02:10:00Z,141,2022-07-08,680,11,Final,Toronto Blue Jays,George Kirby,Ryan Borucki,2022-07-08 - Toronto Blue Jays (2) @ Seattle Mariners (5) (Final),R,2,Seattle Mariners,662155,Seattle Mariners,5,1,,136,Toronto Blue Jays,SEA leads 2-0,Sergio Romo,['Apple TV+']
,Alek Manoah,N,,Top,,T-Mobile Park,2022-07-10T02:10:00Z,141,2022-07-09,680,9,Final,Toronto Blue Jays,Robbie Ray,Matt Brash,2022-07-09 - Toronto Blue Jays (1) @ Seattle Mariners (2) (Final),R,1,Seattle Mariners,662147,Seattle Mariners,2,1,Diego Castillo,136,Toronto Blue Jays,SEA wins 3-0,Alek Manoah,['MLBN (out-of-market only)']
,,N,,Top,,T-Mobile Park,2022-07-10T20:10:00Z,141,2022-07-10,680,9,Final,Toronto Blue Jays,Logan Gilbert,Matt Festa,2022-07-10 - Toronto Blue Jays (5) @ Seattle Mariners (6) (Final),R,5,Seattle Mariners,662183,Seattle Mariners,6,1,Paul Sewald,136,Toronto Blue Jays,SEA wins 4-0,Adam Cimber,[]
,Chris Flexen,N,,,,Nationals Park,2022-07-12T23:05:00Z,136,2022-07-12,3309,,Postponed,Seattle Mariners,Josiah Gray,,2022-07-12 - Seattle Mariners @ Washington Nationals (Postponed),R,0,Washington Nationals,662531,,0,1,,120,,SEA wins 2-0,,[]
,Chris Flexen,S,,Bottom,,Nationals Park,2022-07-13T16:05:00Z,136,2022-07-13,3309,9,Final,Seattle Mariners,Josiah Gray,Chris Flexen,2022-07-13 - Seattle Mariners (6) @ Washington Nationals (4) (Final),R,6,Washington Nationals,662517,Seattle Mariners,4,1,Paul Sewald,120,Washington Nationals,SEA leads 1-0,Josiah Gray,['MLBN (out-of-market only)']
,Erik Swanson,S,,Bottom,,Nationals Park,2022-07-13T22:05:00Z,136,2022-07-13,3309,9,Final,Seattle Mariners,Erick Fedde,Tommy Milone,2022-07-13 - Seattle Mariners (2) @ Washington Nationals (1) (Final),R,2,Washington Nationals,662531,Seattle Mariners,1,2,Paul Sewald,120,Washington Nationals,SEA wins 2-0,Erick Fedde,[]
,Marco Gonzales,N,,Bottom,,Globe Life Field,2022-07-15T00:05:00Z,136,2022-07-14,5325,9,Final,Seattle Mariners,Martin Perez,Matt Festa,2022-07-14 - Seattle Mariners (6) @ Texas Rangers (5) (Final),R,6,Texas Rangers,661811,Seattle Mariners,5,1,Diego Castillo,140,Texas Rangers,SEA leads 1-0,Dennis Santana,[]
,Robbie Ray,N,,Bottom,,Globe Life Field,2022-07-16T00:05:00Z,136,2022-07-15,5325,9,Final,Seattle Mariners,Matt Bush,Robbie Ray,2022-07-15 - Seattle Mariners (8) @ Texas Rangers (3) (Final),R,8,Texas Rangers,661810,Seattle Mariners,3,1,,140,Texas Rangers,SEA leads 2-0,Taylor Hearn,[]
,Logan Gilbert,N,,Bottom,,Globe Life Field,2022-07-16T20:05:00Z,136,2022-07-16,5325,10,Final,Seattle Mariners,Spencer Howard,Diego Castillo,2022-07-16 - Seattle Mariners (3) @ Texas Rangers (2) (Final),R,3,Texas Rangers,661809,Seattle Mariners,2,1,Matt Festa,140,Texas Rangers,SEA wins 3-0,Brett Martin,[]
,Chris Flexen,N,,Bottom,,Globe Life Field,2022-07-17T18:35:00Z,136,2022-07-17,5325,9,Final,Seattle Mariners,Glenn Otto,Ryan Borucki,2022-07-17 - Seattle Mariners (6) @ Texas Rangers (2) (Final),R,6,Texas Rangers,661821,Seattle Mariners,2,1,,140,Texas Rangers,SEA wins 4-0,Glenn Otto,[]
,Jose Urquidy,N,,Bottom,,T-Mobile Park,2022-07-23T02:10:00Z,117,2022-07-22,680,9,Final,Houston Astros,Marco Gonzales,Jose Urquidy,2022-07-22 - Houston Astros (5) @ Seattle Mariners (2) (Final),R,5,Seattle Mariners,662167,Houston Astros,2,1,Hector Neris,136,Seattle Mariners,HOU leads 1-0,Marco Gonzales,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Justin Verlander,N,,Bottom,,T-Mobile Park,2022-07-23T20:10:00Z,117,2022-07-23,680,9,Final,Houston Astros,Logan Gilbert,Justin Verlander,2022-07-23 - Houston Astros (3) @ Seattle Mariners (1) (Final),R,3,Seattle Mariners,662146,Houston Astros,1,1,Bryan Abreu,136,Seattle Mariners,HOU wins 2-0,Logan Gilbert,"['FS1', 'MLB.tv Free Game']"
,Framber Valdez,N,,Bottom,,T-Mobile Park,2022-07-24T20:10:00Z,117,2022-07-24,680,9,Final,Houston Astros,Robbie Ray,Framber Valdez,2022-07-24 - Houston Astros (8) @ Seattle Mariners (5) (Final),R,8,Seattle Mariners,662145,Houston Astros,5,1,Ryan Pressly,136,Seattle Mariners,HOU wins 3-0,Robbie Ray,['MLB.tv Free Game']
,Glenn Otto,N,,Top,,T-Mobile Park,2022-07-26T02:10:00Z,140,2022-07-25,680,9,Final,Texas Rangers,Chris Flexen,Chris Flexen,2022-07-25 - Texas Rangers (3) @ Seattle Mariners (4) (Final),R,3,Seattle Mariners,662166,Seattle Mariners,4,1,Erik Swanson,136,Texas Rangers,SEA leads 1-0,Glenn Otto,['MLBN (out-of-market only)']
,Dane Dunning,N,,Bottom,,T-Mobile Park,2022-07-27T02:10:00Z,140,2022-07-26,680,9,Final,Texas Rangers,George Kirby,Erik Swanson,2022-07-26 - Texas Rangers (4) @ Seattle Mariners (5) (Final),R,4,Seattle Mariners,662184,Seattle Mariners,5,1,,136,Texas Rangers,SEA wins 2-0,Brett Martin,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Jon Gray,N,,Top,,T-Mobile Park,2022-07-27T19:40:00Z,140,2022-07-27,680,9,Final,Texas Rangers,Marco Gonzales,Marco Gonzales,2022-07-27 - Texas Rangers (2) @ Seattle Mariners (4) (Final),R,2,Seattle Mariners,662165,Seattle Mariners,4,1,Matt Festa,136,Texas Rangers,SEA wins 3-0,Jon Gray,[]
,Logan Gilbert,N,,Top,,Minute Maid Park,2022-07-29T00:10:00Z,136,2022-07-28,2392,9,Final,Seattle Mariners,Jose Urquidy,Rafael Montero,2022-07-28 - Seattle Mariners (2) @ Houston Astros (4) (Final),R,2,Houston Astros,662907,Houston Astros,4,1,Ryan Pressly,117,Seattle Mariners,HOU leads 1-0,Andres Munoz,[]
,Robbie Ray,N,,Top,,Minute Maid Park,2022-07-30T00:10:00Z,136,2022-07-29,2392,9,Final,Seattle Mariners,Justin Verlander,Justin Verlander,2022-07-29 - Seattle Mariners (1) @ Houston Astros (11) (Final),R,1,Houston Astros,662745,Houston Astros,11,1,,117,Seattle Mariners,HOU leads 2-0,Robbie Ray,[]
,Chris Flexen,N,,Bottom,,Minute Maid Park,2022-07-30T23:10:00Z,136,2022-07-30,2392,9,Final,Seattle Mariners,Framber Valdez,Erik Swanson,2022-07-30 - Seattle Mariners (5) @ Houston Astros (4) (Final),R,5,Houston Astros,662738,Seattle Mariners,4,1,Paul Sewald,117,Houston Astros,HOU leads 2-1,Ryan Pressly,[]
,George Kirby,N,,Bottom,,Minute Maid Park,2022-07-31T18:10:00Z,136,2022-07-31,2392,10,Final,Seattle Mariners,Jake Odorizzi,Hector Neris,2022-07-31 - Seattle Mariners (2) @ Houston Astros (3) (Final),R,2,Houston Astros,662918,Houston Astros,3,1,,117,Seattle Mariners,HOU wins 3-1,Brennan Bernardino,[]
,Marco Gonzales,N,,Top,,Yankee Stadium,2022-08-01T23:05:00Z,136,2022-08-01,3313,9,Final,Seattle Mariners,Domingo German,Domingo German,2022-08-01 - Seattle Mariners (2) @ New York Yankees (7) (Final),R,2,New York Yankees,661268,New York Yankees,7,1,,147,Seattle Mariners,NYY leads 1-0,Marco Gonzales,[]
,Logan Gilbert,N,,Bottom,,Yankee Stadium,2022-08-02T23:05:00Z,136,2022-08-02,3313,9,Final,Seattle Mariners,Jameson Taillon,Penn Murfee,2022-08-02 - Seattle Mariners (8) @ New York Yankees (6) (Final),R,8,New York Yankees,661253,Seattle Mariners,6,1,Andres Munoz,147,New York Yankees,Series tied 1-1,Lucas Luetge,['MLBN (out-of-market only)']
,Luis Castillo,N,,Bottom,,Yankee Stadium,2022-08-03T17:05:00Z,136,2022-08-03,3313,9,Final,Seattle Mariners,Gerrit Cole,Luis Castillo,2022-08-03 - Seattle Mariners (7) @ New York Yankees (3) (Final),R,7,New York Yankees,661293,Seattle Mariners,3,1,,147,New York Yankees,SEA wins 2-1,Gerrit Cole,['MLBN (out-of-market only)']
,Patrick Sandoval,N,,Bottom,,T-Mobile Park,2022-08-06T02:10:00Z,108,2022-08-05,680,10,Final,Los Angeles Angels,Robbie Ray,Jesse Chavez,2022-08-05 - Los Angeles Angels (4) @ Seattle Mariners (3) (Final),R,4,Seattle Mariners,662164,Los Angeles Angels,3,1,Jimmy Herget,136,Seattle Mariners,LAA leads 1-0,Paul Sewald,[]
,Jaime Barria,S,,Top,,T-Mobile Park,2022-08-06T20:10:00Z,108,2022-08-06,680,9,Final,Los Angeles Angels,George Kirby,George Kirby,2022-08-06 - Los Angeles Angels (1) @ Seattle Mariners (2) (Final),R,1,Seattle Mariners,662154,Seattle Mariners,2,1,Erik Swanson,136,Los Angeles Angels,Series tied 1-1,Jaime Barria,['MLBN (out-of-market only)']
,Reid Detmers,S,,Bottom,,T-Mobile Park,2022-08-07T02:10:00Z,108,2022-08-06,680,9,Final,Los Angeles Angels,Chris Flexen,Reid Detmers,2022-08-06 - Los Angeles Angels (7) @ Seattle Mariners (1) (Final),R,7,Seattle Mariners,662193,Los Angeles Angels,1,2,,136,Seattle Mariners,LAA leads 2-1,Chris Flexen,[]
,Tucker Davidson,N,,Top,,T-Mobile Park,2022-08-07T20:10:00Z,108,2022-08-07,680,9,Final,Los Angeles Angels,Marco Gonzales,Marco Gonzales,2022-08-07 - Los Angeles Angels (3) @ Seattle Mariners (6) (Final),R,3,Seattle Mariners,662153,Seattle Mariners,6,1,Paul Sewald,136,Los Angeles Angels,Series tied 2-2,Tucker Davidson,[]
,Jameson Taillon,N,,Bottom,,T-Mobile Park,2022-08-09T02:10:00Z,147,2022-08-08,680,9,Final,New York Yankees,Logan Gilbert,Jameson Taillon,2022-08-08 - New York Yankees (9) @ Seattle Mariners (4) (Final),R,9,Seattle Mariners,662152,New York Yankees,4,1,,136,Seattle Mariners,NYY leads 1-0,Logan Gilbert,['MLBN (out-of-market only)']
,Gerrit Cole,N,,Bottom,,T-Mobile Park,2022-08-10T02:10:00Z,147,2022-08-09,680,13,Final,New York Yankees,Luis Castillo,Matt Brash,2022-08-09 - New York Yankees (0) @ Seattle Mariners (1) (Final),R,0,Seattle Mariners,662148,Seattle Mariners,1,1,,136,New York Yankees,Series tied 1-1,Jonathan Loaisiga,[]
,Nestor Cortes,N,,Top,,T-Mobile Park,2022-08-10T20:10:00Z,147,2022-08-10,680,9,Final,New York Yankees,Robbie Ray,Penn Murfee,2022-08-10 - New York Yankees (3) @ Seattle Mariners (4) (Final),R,3,Seattle Mariners,662185,Seattle Mariners,4,1,Paul Sewald,136,New York Yankees,SEA wins 2-1,Albert Abreu,[]
,George Kirby,N,,Bottom,,Globe Life Field,2022-08-13T00:05:00Z,136,2022-08-12,5325,9,Final,Seattle Mariners,Josh Sborz,George Kirby,2022-08-12 - Seattle Mariners (6) @ Texas Rangers (2) (Final),R,6,Texas Rangers,661791,Seattle Mariners,2,1,,140,Texas Rangers,SEA leads 1-0,Taylor Hearn,[]
,Marco Gonzales,N,,Top,,Globe Life Field,2022-08-13T23:15:00Z,136,2022-08-13,5325,9,Final,Seattle Mariners,Dane Dunning,Brett Martin,2022-08-13 - Seattle Mariners (4) @ Texas Rangers (7) (Final),R,4,Texas Rangers,661790,Texas Rangers,7,1,Jonathan Hernandez,140,Seattle Mariners,Series tied 1-1,Marco Gonzales,['FOX']
,Logan Gilbert,N,,Top,,Globe Life Field,2022-08-14T18:35:00Z,136,2022-08-14,5325,9,Final,Seattle Mariners,Martin Perez,Josh Sborz,2022-08-14 - Seattle Mariners (3) @ Texas Rangers (5) (Final),R,3,Texas Rangers,661789,Texas Rangers,5,1,Jose Leclerc,140,Seattle Mariners,TEX wins 2-1,Matt Brash,[]
,Luis Castillo,N,,Bottom,,Angel Stadium,2022-08-16T01:38:00Z,136,2022-08-15,1,9,Final,Seattle Mariners,Shohei Ohtani,Andres Munoz,2022-08-15 - Seattle Mariners (6) @ Los Angeles Angels (2) (Final),R,6,Los Angeles Angels,663370,Seattle Mariners,2,1,,108,Los Angeles Angels,SEA leads 1-0,Aaron Loup,[]
,Robbie Ray,N,,Bottom,,Angel Stadium,2022-08-17T01:38:00Z,136,2022-08-16,1,9,Final,Seattle Mariners,Jose Suarez,Robbie Ray,2022-08-16 - Seattle Mariners (8) @ Los Angeles Angels (2) (Final),R,8,Los Angeles Angels,663369,Seattle Mariners,2,1,,108,Los Angeles Angels,SEA wins 2-0,Jose Suarez,['MLBN (out-of-market only)']
,George Kirby,N,,Bottom,,Angel Stadium,2022-08-17T20:07:00Z,136,2022-08-17,1,9,Final,Seattle Mariners,Touki Toussaint,George Kirby,2022-08-17 - Seattle Mariners (11) @ Los Angeles Angels (7) (Final),R,11,Los Angeles Angels,663408,Seattle Mariners,7,1,,108,Los Angeles Angels,SEA wins 3-0,Touki Toussaint,['YouTube']
,Marco Gonzales,N,,Bottom,,Oakland Coliseum,2022-08-20T01:40:00Z,136,2022-08-19,10,9,Final,Seattle Mariners,Cole Irvin,Marco Gonzales,2022-08-19 - Seattle Mariners (10) @ Oakland Athletics (2) (Final),R,10,Oakland Athletics,662341,Seattle Mariners,2,1,,133,Oakland Athletics,SEA leads 1-0,Cole Irvin,[]
,Logan Gilbert,N,,Bottom,,Oakland Coliseum,2022-08-20T23:15:00Z,136,2022-08-20,10,10,Final,Seattle Mariners,James Kaprielian,Dany Jimenez,2022-08-20 - Seattle Mariners (3) @ Oakland Athletics (4) (Final),R,3,Oakland Athletics,662340,Oakland Athletics,4,1,,133,Seattle Mariners,Series tied 1-1,Diego Castillo,['FOX']
,Luis Castillo,N,,Top,,Oakland Coliseum,2022-08-21T20:07:00Z,136,2022-08-21,10,9,Final,Seattle Mariners,JP Sears,JP Sears,2022-08-21 - Seattle Mariners (3) @ Oakland Athletics (5) (Final),R,3,Oakland Athletics,662315,Oakland Athletics,5,1,Austin Pruitt,133,Seattle Mariners,OAK wins 2-1,Luis Castillo,[]
,Erick Fedde,N,,Top,,T-Mobile Park,2022-08-24T02:10:00Z,120,2022-08-23,680,9,Final,Washington Nationals,Robbie Ray,Robbie Ray,2022-08-23 - Washington Nationals (2) @ Seattle Mariners (4) (Final),R,2,Seattle Mariners,662142,Seattle Mariners,4,1,Paul Sewald,136,Washington Nationals,SEA leads 1-0,Erick Fedde,[]
,Anibal Sanchez,N,,Bottom,,T-Mobile Park,2022-08-24T20:10:00Z,120,2022-08-24,680,9,Final,Washington Nationals,George Kirby,Kyle Finnegan,2022-08-24 - Washington Nationals (3) @ Seattle Mariners (1) (Final),R,3,Seattle Mariners,662144,Washington Nationals,1,1,,136,Seattle Mariners,Series tied 1-1,Paul Sewald,[]
,Triston McKenzie,N,,Top,,T-Mobile Park,2022-08-25T20:10:00Z,114,2022-08-25,680,9,Final,Cleveland Guardians,Marco Gonzales,Marco Gonzales,2022-08-25 - Cleveland Guardians (1) @ Seattle Mariners (3) (Final),R,1,Seattle Mariners,662141,Seattle Mariners,3,1,Andres Munoz,136,Cleveland Guardians,SEA leads 1-0,Triston McKenzie,['YouTube']
,Shane Bieber,N,,Bottom,,T-Mobile Park,2022-08-27T02:10:00Z,114,2022-08-26,680,11,Final,Cleveland Guardians,Logan Gilbert,Penn Murfee,2022-08-26 - Cleveland Guardians (2) @ Seattle Mariners (3) (Final),R,2,Seattle Mariners,662143,Seattle Mariners,3,1,,136,Cleveland Guardians,SEA leads 2-0,Emmanuel Clase,['Apple TV+']
