away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,winning_pitcher,summary,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Mike Clevinger,N,,Bottom,Oracle Park,2022-08-30T01:45:00Z,135,2022-08-29,2395,9,Final,San Diego Padres,Carlos Rodon,Mike Clevinger,2022-08-29 - San Diego Padres (6) @ San Francisco Giants (5) (Final),R,6,San Francisco Giants,662001,San Diego Padres,5,1,Nick Martinez,137,San Francisco Giants,SD leads 1-0,Carlos Rodon,[]
,Blake Snell,N,,Bottom,Oracle Park,2022-08-31T01:45:00Z,135,2022-08-30,2395,9,Final,San Diego Padres,Logan Webb,Blake Snell,2022-08-30 - San Diego Padres (4) @ San Francisco Giants (3) (Final),R,4,San Francisco Giants,662000,San Diego Padres,3,1,Nick Martinez,137,San Francisco Giants,SD wins 2-0,Logan Webb,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Joe Musgrove,N,,Bottom,Oracle Park,2022-08-31T19:45:00Z,135,2022-08-31,2395,9,Final,San Diego Padres,Alex Wood,Joe Musgrove,2022-08-31 - San Diego Padres (5) @ San Francisco Giants (4) (Final),R,5,San Francisco Giants,662033,San Diego Padres,4,1,Josh Hader,137,San Francisco Giants,SD wins 3-0,Alex Wood,[]
,Kyle Gibson,N,,Top,Oracle Park,2022-09-03T02:15:00Z,143,2022-09-02,2395,9,Final,Philadelphia Phillies,Alex Cobb,Alex Cobb,2022-09-02 - Philadelphia Phillies (1) @ San Francisco Giants (13) (Final),R,1,San Francisco Giants,662032,San Francisco Giants,13,1,,137,Philadelphia Phillies,SF leads 1-0,Kyle Gibson,['Apple TV+']
,Noah Syndergaard,N,,Top,Oracle Park,2022-09-03T20:05:00Z,143,2022-09-03,2395,9,Final,Philadelphia Phillies,Jakob Junis,Zack Littell,2022-09-03 - Philadelphia Phillies (4) @ San Francisco Giants (5) (Final),R,4,San Francisco Giants,662031,San Francisco Giants,5,1,Camilo Doval,137,Philadelphia Phillies,SF wins 2-0,Brad Hand,['MLBN (out-of-market only)']
,Ranger Suarez,N,,Bottom,Oracle Park,2022-09-04T20:05:00Z,143,2022-09-04,2395,9,Final,Philadelphia Phillies,Carlos Rodon,Camilo Doval,2022-09-04 - Philadelphia Phillies (3) @ San Francisco Giants (5) (Final),R,3,San Francisco Giants,662030,San Francisco Giants,5,1,,137,Philadelphia Phillies,SF wins 3-0,David Robertson,[]
,Logan Webb,N,,Bottom,Dodger Stadium,2022-09-06T02:10:00Z,137,2022-09-05,22,9,Final,San Francisco Giants,Andrew Heaney,Logan Webb,2022-09-05 - San Francisco Giants (7) @ Los Angeles Dodgers (4) (Final),R,7,Los Angeles Dodgers,662602,San Francisco Giants,4,1,Camilo Doval,119,Los Angeles Dodgers,SF leads 1-0,Andrew Heaney,[]
,John Brebbia,N,,Top,Dodger Stadium,2022-09-07T02:10:00Z,137,2022-09-06,22,9,Final,San Francisco Giants,Tyler Anderson,Tyler Anderson,2022-09-06 - San Francisco Giants (3) @ Los Angeles Dodgers (6) (Final),R,3,Los Angeles Dodgers,662601,Los Angeles Dodgers,6,1,Craig Kimbrel,119,San Francisco Giants,Series tied 1-1,Jarlin Garcia,['MLBN (out-of-market only)']
,Alex Cobb,N,,Top,Dodger Stadium,2022-09-07T20:10:00Z,137,2022-09-07,22,9,Final,San Francisco Giants,Clayton Kershaw,Evan Phillips,2022-09-07 - San Francisco Giants (3) @ Los Angeles Dodgers (7) (Final),R,3,Los Angeles Dodgers,662582,Los Angeles Dodgers,7,1,,119,San Francisco Giants,LAD wins 2-1,Zack Littell,['MLBN (out-of-market only)']
,Scott Alexander,Y,,Top,American Family Field,2022-09-08T20:10:00Z,137,2022-09-08,32,9,Final,San Francisco Giants,Corbin Burnes,Corbin Burnes,2022-09-08 - San Francisco Giants (1) @ Milwaukee Brewers (2) (Final),R,1,Milwaukee Brewers,661219,Milwaukee Brewers,2,1,Devin Williams,158,San Francisco Giants,MIL leads 1-0,Jakob Junis,['MLBN (out-of-market only)']
,Alex Young,Y,,Top,American Family Field,2022-09-08T20:15:00Z,137,2022-09-08,32,9,Final,San Francisco Giants,Freddy Peralta,Peter Strzelecki,2022-09-08 - San Francisco Giants (2) @ Milwaukee Brewers (4) (Final),R,2,Milwaukee Brewers,661233,Milwaukee Brewers,4,2,Taylor Rogers,158,San Francisco Giants,MIL wins 2-0,Alex Young,['MLBN (out-of-market only)']
,Carlos Rodon,N,,Top,Wrigley Field,2022-09-09T20:05:00Z,137,2022-09-09,17,9,Final,San Francisco Giants,Drew Smyly,Drew Smyly,2022-09-09 - San Francisco Giants (2) @ Chicago Cubs (4) (Final),R,2,Chicago Cubs,663217,Chicago Cubs,4,1,Brandon Hughes,112,San Francisco Giants,CHC leads 1-0,Carlos Rodon,['MLBN (out-of-market only)']
,Logan Webb,N,,Bottom,Wrigley Field,2022-09-10T18:20:00Z,137,2022-09-10,17,9,Final,San Francisco Giants,Marcus Stroman,Logan Webb,2022-09-10 - San Francisco Giants (5) @ Chicago Cubs (2) (Final),R,5,Chicago Cubs,663127,San Francisco Giants,2,1,Camilo Doval,112,Chicago Cubs,Series tied 1-1,Marcus Stroman,[]
,John Brebbia,N,,Bottom,Wrigley Field,2022-09-12T00:08:00Z,137,2022-09-11,17,9,Final,San Francisco Giants,Wade Miley,Zack Littell,2022-09-11 - San Francisco Giants (4) @ Chicago Cubs (2) (Final),R,4,Chicago Cubs,663130,San Francisco Giants,2,1,Camilo Doval,112,Chicago Cubs,SF wins 2-1,Hayden Wesneski,['ESPN']
,Spencer Strider,N,,Top,Oracle Park,2022-09-13T01:45:00Z,144,2022-09-12,2395,9,Final,Atlanta Braves,Alex Cobb,Alex Cobb,2022-09-12 - Atlanta Braves (2) @ San Francisco Giants (3) (Final),R,2,San Francisco Giants,662029,San Francisco Giants,3,1,Scott Alexander,137,Atlanta Braves,SF leads 1-0,Spencer Strider,['MLBN (out-of-market only)']
,Kyle Wright,N,,Bottom,Oracle Park,2022-09-14T01:45:00Z,144,2022-09-13,2395,9,Final,Atlanta Braves,Jakob Junis,Kyle Wright,2022-09-13 - Atlanta Braves (5) @ San Francisco Giants (1) (Final),R,5,San Francisco Giants,662028,Atlanta Braves,1,1,,137,San Francisco Giants,Series tied 1-1,Jakob Junis,['MLBN (out-of-market only)']
,Charlie Morton,N,,Top,Oracle Park,2022-09-14T19:45:00Z,144,2022-09-14,2395,9,Final,Atlanta Braves,Carlos Rodon,Carlos Rodon,2022-09-14 - Atlanta Braves (1) @ San Francisco Giants (4) (Final),R,1,San Francisco Giants,662027,San Francisco Giants,4,1,Camilo Doval,137,Atlanta Braves,SF wins 2-1,Charlie Morton,[]
,Dustin May,N,,Bottom,Oracle Park,2022-09-17T02:15:00Z,119,2022-09-16,2395,9,Final,Los Angeles Dodgers,Logan Webb,Dustin May,2022-09-16 - Los Angeles Dodgers (5) @ San Francisco Giants (0) (Final),R,5,San Francisco Giants,662026,Los Angeles Dodgers,0,1,,137,San Francisco Giants,LAD leads 1-0,Logan Webb,['Apple TV+']
,Julio Urias,N,,Bottom,Oracle Park,2022-09-18T01:05:00Z,119,2022-09-17,2395,9,Final,Los Angeles Dodgers,John Brebbia,Julio Urias,2022-09-17 - Los Angeles Dodgers (7) @ San Francisco Giants (2) (Final),R,7,San Francisco Giants,662024,Los Angeles Dodgers,2,1,,137,San Francisco Giants,LAD wins 2-0,Sean Hjelle,['MLB.tv Free Game']
,Andrew Heaney,N,,Bottom,Oracle Park,2022-09-18T23:08:00Z,119,2022-09-18,2395,10,Final,Los Angeles Dodgers,Alex Cobb,Craig Kimbrel,2022-09-18 - Los Angeles Dodgers (4) @ San Francisco Giants (3) (Final),R,4,San Francisco Giants,662025,Los Angeles Dodgers,3,1,Justin Bruihl,137,San Francisco Giants,LAD wins 3-0,John Brebbia,['ESPN']
,Jakob Junis,N,,Bottom,Coors Field,2022-09-20T00:40:00Z,137,2022-09-19,19,10,Final,San Francisco Giants,Chad Kuhl,Camilo Doval,2022-09-19 - San Francisco Giants (10) @ Colorado Rockies (7) (Final),R,10,Colorado Rockies,662886,San Francisco Giants,7,1,Scott Alexander,115,Colorado Rockies,SF leads 1-0,Gavin Hollowell,[]
,John Brebbia,N,,Bottom,Coors Field,2022-09-21T00:40:00Z,137,2022-09-20,19,9,Final,San Francisco Giants,Kyle Freeland,Tyler Rogers,2022-09-20 - San Francisco Giants (6) @ Colorado Rockies (3) (Final),R,6,Colorado Rockies,662867,San Francisco Giants,3,1,Jarlin Garcia,115,Colorado Rockies,SF leads 2-0,Kyle Freeland,[]
,Logan Webb,N,,Bottom,Coors Field,2022-09-22T00:40:00Z,137,2022-09-21,19,9,Final,San Francisco Giants,German Marquez,Logan Webb,2022-09-21 - San Francisco Giants (6) @ Colorado Rockies (1) (Final),R,6,Colorado Rockies,662899,San Francisco Giants,1,1,,115,Colorado Rockies,SF wins 3-0,German Marquez,[]
,John Brebbia,N,,Bottom,Coors Field,2022-09-22T19:10:00Z,137,2022-09-22,19,9,Final,San Francisco Giants,Jose Urena,Jharel Cotton,2022-09-22 - San Francisco Giants (3) @ Colorado Rockies (0) (Final),R,3,Colorado Rockies,662898,San Francisco Giants,0,1,Camilo Doval,115,Colorado Rockies,SF wins 4-0,Jose Urena,['MLB.tv Free Game']
,Carlos Rodon,N,,Bottom,Chase Field,2022-09-24T01:40:00Z,137,2022-09-23,15,9,Final,San Francisco Giants,Tommy Henry,Alex Young,2022-09-23 - San Francisco Giants (6) @ Arizona Diamondbacks (5) (Final),R,6,Arizona Diamondbacks,663282,San Francisco Giants,5,1,Camilo Doval,109,Arizona Diamondbacks,SF leads 1-0,Caleb Smith,[]
,Alex Cobb,N,,Top,Chase Field,2022-09-25T00:10:00Z,137,2022-09-24,15,9,Final,San Francisco Giants,Merrill Kelly,Merrill Kelly,2022-09-24 - San Francisco Giants (2) @ Arizona Diamondbacks (5) (Final),R,2,Arizona Diamondbacks,663281,Arizona Diamondbacks,5,1,Reyes Moronta,109,San Francisco Giants,Series tied 1-1,Alex Cobb,[]
,Scott Alexander,N,,Bottom,Chase Field,2022-09-25T19:40:00Z,137,2022-09-25,15,9,Final,San Francisco Giants,Drey Jameson,Jakob Junis,2022-09-25 - San Francisco Giants (3) @ Arizona Diamondbacks (2) (Final),R,3,Arizona Diamondbacks,663280,San Francisco Giants,2,1,Camilo Doval,109,Arizona Diamondbacks,SF wins 2-1,Luis Frias,[]
,German Marquez,N,,Top,Oracle Park,2022-09-28T01:45:00Z,115,2022-09-27,2395,9,Final,Colorado Rockies,Logan Webb,Logan Webb,2022-09-27 - Colorado Rockies (2) @ San Francisco Giants (5) (Final),R,2,San Francisco Giants,662046,San Francisco Giants,5,1,,137,Colorado Rockies,SF leads 1-0,German Marquez,[]
,Jose Urena,N,,Top,Oracle Park,2022-09-29T01:45:00Z,115,2022-09-28,2395,9,Final,Colorado Rockies,John Brebbia,Sean Hjelle,2022-09-28 - Colorado Rockies (3) @ San Francisco Giants (6) (Final),R,3,San Francisco Giants,662045,San Francisco Giants,6,1,,137,Colorado Rockies,SF wins 2-0,Jose Urena,[]
,Ryan Feltner,N,,Top,Oracle Park,2022-09-30T01:45:00Z,115,2022-09-29,2395,9,Final,Colorado Rockies,Carlos Rodon,Carlos Rodon,2022-09-29 - Colorado Rockies (4) @ San Francisco Giants (6) (Final),R,4,San Francisco Giants,662050,San Francisco Giants,6,1,Camilo Doval,137,Colorado Rockies,SF wins 3-0,Ryan Feltner,[]
,Merrill Kelly,N,,Top,Oracle Park,2022-10-01T02:15:00Z,109,2022-09-30,2395,9,Final,Arizona Diamondbacks,Alex Cobb,Alex Cobb,2022-09-30 - Arizona Diamondbacks (4) @ San Francisco Giants (10) (Final),R,4,San Francisco Giants,662049,San Francisco Giants,10,1,,137,Arizona Diamondbacks,SF leads 1-0,Merrill Kelly,[]
,Drey Jameson,N,,Bottom,Oracle Park,2022-10-01T20:05:00Z,109,2022-10-01,2395,9,Final,Arizona Diamondbacks,Scott Alexander,Drey Jameson,2022-10-01 - Arizona Diamondbacks (8) @ San Francisco Giants (4) (Final),R,8,San Francisco Giants,662023,Arizona Diamondbacks,4,1,,137,San Francisco Giants,Series tied 1-1,Jakob Junis,[]
,Zach Davies,N,,Bottom,Oracle Park,2022-10-02T20:05:00Z,109,2022-10-02,2395,10,Final,Arizona Diamondbacks,Scott Alexander,Jharel Cotton,2022-10-02 - Arizona Diamondbacks (3) @ San Francisco Giants (4) (Final),R,3,San Francisco Giants,662022,San Francisco Giants,4,1,,137,Arizona Diamondbacks,SF wins 2-1,Taylor Widener,[]
,John Brebbia,N,,Top,Petco Park,2022-10-04T01:40:00Z,137,2022-10-03,2680,9,Final,San Francisco Giants,Joe Musgrove,Adrian Morejon,2022-10-03 - San Francisco Giants (4) @ San Diego Padres (7) (Final),R,4,San Diego Padres,662239,San Diego Padres,7,1,Josh Hader,135,San Francisco Giants,SD leads 1-0,Shelby Miller,['MLB.tv Free Game']
,Alex Cobb,N,,Top,Petco Park,2022-10-05T01:40:00Z,137,2022-10-04,2680,9,Final,San Francisco Giants,Sean Manaea,Sean Manaea,2022-10-04 - San Francisco Giants (2) @ San Diego Padres (6) (Final),R,2,San Diego Padres,662252,San Diego Padres,6,1,,135,San Francisco Giants,SD wins 2-0,Alex Cobb,[]
,John Brebbia,N,,Bottom,Petco Park,2022-10-05T20:10:00Z,137,2022-10-05,2680,9,Final,San Francisco Giants,Craig Stammen,Yunior Marte,2022-10-05 - San Francisco Giants (8) @ San Diego Padres (1) (Final),R,8,San Diego Padres,662238,San Francisco Giants,1,1,,135,San Diego Padres,SD wins 2-1,Craig Stammen,[]
