away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,summary,winning_pitcher,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Ranger Suarez,N,,Top,Minute Maid Park,2022-10-05T00:10:00Z,143,2022-10-04,2392,9,Final,Philadelphia Phillies,Justin Verlander,2022-10-04 - Philadelphia Phillies (0) @ Houston Astros (10) (Final),Justin Verlander,R,0,Houston Astros,662768,Houston Astros,10,1,,117,Philadelphia Phillies,Series tied 1-1,Ranger Suarez,['TBS']
,Bailey Falter,N,,Top,Minute Maid Park,2022-10-05T20:10:00Z,143,2022-10-05,2392,9,Final,Philadelphia Phillies,Framber Valdez,2022-10-05 - Philadelphia Phillies (2) @ Houston Astros (3) (Final),Framber Valdez,R,2,Houston Astros,662789,Houston Astros,3,1,Ryan Pressly,117,Philadelphia Phillies,HOU wins 2-1,Michael Plassmeyer,[]
,Zack Wheeler,N,,Bottom,Busch Stadium,2022-10-07T18:07:00Z,143,2022-10-07,2889,9,Final,Philadelphia Phillies,Jose Quintana,2022-10-07 - Philadelphia Phillies (6) @ St. Louis Cardinals (3) (Final),David Robertson,F,6,St. Louis Cardinals,715764,Philadelphia Phillies,3,1,,138,St. Louis Cardinals,PHI leads 1-0,Ryan Helsley,['ABC']
,Aaron Nola,N,,Bottom,Busch Stadium,2022-10-09T00:37:00Z,143,2022-10-08,2889,9,Final,Philadelphia Phillies,Miles Mikolas,2022-10-08 - Philadelphia Phillies (2) @ St. Louis Cardinals (0) (Final),Aaron Nola,F,2,St. Louis Cardinals,715763,Philadelphia Phillies,0,1,Zach Eflin,138,St. Louis Cardinals,PHI wins 2-0,Miles Mikolas,['ESPN2']
,Ranger Suarez,N,,Bottom,Truist Park,2022-10-11T17:07:00Z,143,2022-10-11,4705,9,Final,Philadelphia Phillies,Max Fried,2022-10-11 - Philadelphia Phillies (7) @ Atlanta Braves (6) (Final),Seranthony Dominguez,D,7,Atlanta Braves,715743,Philadelphia Phillies,6,1,,144,Atlanta Braves,PHI leads 1-0,Max Fried,['FOX']
,Zack Wheeler,N,,Top,Truist Park,2022-10-12T20:35:00Z,143,2022-10-12,4705,9,Final,Philadelphia Phillies,Kyle Wright,2022-10-12 - Philadelphia Phillies (0) @ Atlanta Braves (3) (Final),Kyle Wright,D,0,Atlanta Braves,715742,Atlanta Braves,3,1,Kenley Jansen,144,Philadelphia Phillies,Series tied 1-1,Zack Wheeler,['FOX']
,Spencer Strider,N,,Top,Citizens Bank Park,2022-10-14T20:37:00Z,144,2022-10-14,2681,9,Final,Atlanta Braves,Aaron Nola,2022-10-14 - Atlanta Braves (1) @ Philadelphia Phillies (9) (Final),Aaron Nola,D,1,Philadelphia Phillies,715741,Philadelphia Phillies,9,1,,143,Atlanta Braves,PHI leads 2-1,Spencer Strider,['FS1']
,Charlie Morton,N,,Top,Citizens Bank Park,2022-10-15T18:07:00Z,144,2022-10-15,2681,9,Final,Atlanta Braves,Noah Syndergaard,2022-10-15 - Atlanta Braves (3) @ Philadelphia Phillies (8) (Final),Brad Hand,D,3,Philadelphia Phillies,715740,Philadelphia Phillies,8,1,,143,Atlanta Braves,PHI wins 3-1,Charlie Morton,['FS1']
,Zack Wheeler,N,,Bottom,Petco Park,2022-10-19T00:03:00Z,143,2022-10-18,2680,9,Final,Philadelphia Phillies,Yu Darvish,2022-10-18 - Philadelphia Phillies (2) @ San Diego Padres (0) (Final),Zack Wheeler,L,2,San Diego Padres,715731,Philadelphia Phillies,0,1,Jose Alvarado,135,San Diego Padres,PHI leads 1-0,Yu Darvish,['FS1']
,Aaron Nola,N,,Top,Petco Park,2022-10-19T20:35:00Z,143,2022-10-19,2680,9,Final,Philadelphia Phillies,Blake Snell,2022-10-19 - Philadelphia Phillies (5) @ San Diego Padres (8) (Final),Blake Snell,L,5,San Diego Padres,715730,San Diego Padres,8,1,Josh Hader,135,Philadelphia Phillies,Series tied 1-1,Aaron Nola,['FOX / FS1']
,Joe Musgrove,N,,Top,Citizens Bank Park,2022-10-21T23:37:00Z,135,2022-10-21,2681,9,Final,San Diego Padres,Ranger Suarez,2022-10-21 - San Diego Padres (2) @ Philadelphia Phillies (4) (Final),Ranger Suarez,L,2,Philadelphia Phillies,715729,Philadelphia Phillies,4,1,Seranthony Dominguez,143,San Diego Padres,PHI leads 2-1,Joe Musgrove,['FS1']
,Mike Clevinger,N,,Top,Citizens Bank Park,2022-10-22T23:45:00Z,135,2022-10-22,2681,9,Final,San Diego Padres,Bailey Falter,2022-10-22 - San Diego Padres (6) @ Philadelphia Phillies (10) (Final),Brad Hand,L,6,Philadelphia Phillies,715728,Philadelphia Phillies,10,1,,143,San Diego Padres,PHI leads 3-1,Sean Manaea,['FOX']
,Yu Darvish,N,,Top,Citizens Bank Park,2022-10-23T18:37:00Z,135,2022-10-23,2681,9,Final,San Diego Padres,Zack Wheeler,2022-10-23 - San Diego Padres (3) @ Philadelphia Phillies (4) (Final),Jose Alvarado,L,3,Philadelphia Phillies,715727,Philadelphia Phillies,4,1,Ranger Suarez,143,San Diego Padres,PHI wins 4-1,Robert Suarez,['FS1']
,Aaron Nola,N,,Bottom,Minute Maid Park,2022-10-29T00:03:00Z,143,2022-10-28,2392,10,Final,Philadelphia Phillies,Justin Verlander,2022-10-28 - Philadelphia Phillies (6) @ Houston Astros (5) (Final),Seranthony Dominguez,W,6,Houston Astros,715724,Philadelphia Phillies,5,1,David Robertson,117,Houston Astros,PHI leads 1-0,Luis Garcia,['FOX']
,Zack Wheeler,N,,Top,Minute Maid Park,2022-10-30T00:03:00Z,143,2022-10-29,2392,9,Final,Philadelphia Phillies,Framber Valdez,2022-10-29 - Philadelphia Phillies (2) @ Houston Astros (5) (Final),Framber Valdez,W,2,Houston Astros,715723,Houston Astros,5,1,,117,Philadelphia Phillies,Series tied 1-1,Zack Wheeler,['FOX']
,Lance McCullers Jr.,N,,,Citizens Bank Park,2022-11-01T00:03:00Z,117,2022-10-31,2681,,Postponed,Houston Astros,Noah Syndergaard,2022-10-31 - Houston Astros @ Philadelphia Phillies (Postponed),,W,0,Philadelphia Phillies,715722,,0,1,,143,,PHI leads 2-1,,['FOX']
,Lance McCullers Jr.,N,,Top,Citizens Bank Park,2022-11-02T00:03:00Z,117,2022-11-01,2681,9,Final,Houston Astros,Ranger Suarez,2022-11-01 - Houston Astros (0) @ Philadelphia Phillies (7) (Final),Ranger Suarez,W,0,Philadelphia Phillies,715722,Philadelphia Phillies,7,1,,143,Houston Astros,PHI leads 2-1,Lance McCullers Jr.,['FOX']
,Cristian Javier,N,,Bottom,Citizens Bank Park,2022-11-03T00:03:00Z,117,2022-11-02,2681,9,Final,Houston Astros,Aaron Nola,2022-11-02 - Houston Astros (5) @ Philadelphia Phillies (0) (Final),Cristian Javier,W,5,Philadelphia Phillies,715721,Houston Astros,0,1,,143,Philadelphia Phillies,Series tied 2-2,Aaron Nola,['FOX']
,Justin Verlander,N,,Bottom,Citizens Bank Park,2022-11-04T00:03:00Z,117,2022-11-03,2681,9,Final,Houston Astros,Noah Syndergaard,2022-11-03 - Houston Astros (3) @ Philadelphia Phillies (2) (Final),Justin Verlander,W,3,Philadelphia Phillies,715720,Houston Astros,2,1,Ryan Pressly,143,Philadelphia Phillies,HOU leads 3-2,Noah Syndergaard,['FOX']
,Zack Wheeler,N,,Top,Minute Maid Park,2022-11-06T00:03:00Z,143,2022-11-05,2392,9,Final,Philadelphia Phillies,Framber Valdez,2022-11-05 - Philadelphia Phillies (1) @ Houston Astros (4) (Final),Framber Valdez,W,1,Houston Astros,715719,Houston Astros,4,1,Ryan Pressly,117,Philadelphia Phillies,HOU wins 4-2,Zack Wheeler,['FOX']
