away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,losing_Team,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,summary,winning_pitcher,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Zach Thompson,N,,Top,,American Family Field,2022-08-31T18:10:00Z,134,2022-08-31,32,9,Final,Pittsburgh Pirates,Freddy Peralta,2022-08-31 - Pittsburgh Pirates (1) @ Milwaukee Brewers (6) (Final),Taylor Rogers,R,1,Milwaukee Brewers,661165,Milwaukee Brewers,6,1,,158,Pittsburgh Pirates,MIL wins 2-1,Miguel Yajure,['MLBN (out-of-market only)']
,Brandon Woodruff,N,,Top,,Chase Field,2022-09-02T01:40:00Z,158,2022-09-01,15,9,Final,Milwaukee Brewers,Merrill Kelly,2022-09-01 - Milwaukee Brewers (0) @ Arizona Diamondbacks (5) (Final),Merrill Kelly,R,0,Arizona Diamondbacks,663290,Arizona Diamondbacks,5,1,,109,Milwaukee Brewers,AZ leads 1-0,Brandon Woodruff,[]
,Eric Lauer,N,,Top,,Chase Field,2022-09-03T01:40:00Z,158,2022-09-02,15,9,Final,Milwaukee Brewers,Zach Davies,2022-09-02 - Milwaukee Brewers (1) @ Arizona Diamondbacks (2) (Final),Kyle Nelson,R,1,Arizona Diamondbacks,663285,Arizona Diamondbacks,2,1,Ian Kennedy,109,Milwaukee Brewers,AZ leads 2-0,Eric Lauer,[]
,Corbin Burnes,N,,Bottom,,Chase Field,2022-09-04T00:10:00Z,158,2022-09-03,15,10,Final,Milwaukee Brewers,Madison Bumgarner,2022-09-03 - Milwaukee Brewers (8) @ Arizona Diamondbacks (6) (Final),Devin Williams,R,8,Arizona Diamondbacks,663321,Milwaukee Brewers,6,1,Taylor Rogers,109,Arizona Diamondbacks,AZ leads 2-1,Joe Mantiply,[]
,Jason Alexander,N,,Top,,Chase Field,2022-09-04T20:10:00Z,158,2022-09-04,15,9,Final,Milwaukee Brewers,Zac Gallen,2022-09-04 - Milwaukee Brewers (1) @ Arizona Diamondbacks (5) (Final),Zac Gallen,R,1,Arizona Diamondbacks,663311,Arizona Diamondbacks,5,1,,109,Milwaukee Brewers,AZ wins 3-1,Jason Alexander,[]
,Adrian Houser,N,,Bottom,,Coors Field,2022-09-05T20:10:00Z,158,2022-09-05,19,9,Final,Milwaukee Brewers,Ryan Feltner,2022-09-05 - Milwaukee Brewers (6) @ Colorado Rockies (4) (Final),Adrian Houser,R,6,Colorado Rockies,662860,Milwaukee Brewers,4,1,Devin Williams,115,Colorado Rockies,MIL leads 1-0,Ryan Feltner,[]
,Brandon Woodruff,N,,Bottom,,Coors Field,2022-09-07T00:40:00Z,158,2022-09-06,19,10,Final,Milwaukee Brewers,Chad Kuhl,2022-09-06 - Milwaukee Brewers (7) @ Colorado Rockies (10) (Final),Daniel Bard,R,7,Colorado Rockies,662859,Colorado Rockies,10,1,,115,Milwaukee Brewers,Series tied 1-1,Taylor Rogers,[]
,Eric Lauer,N,,Top,,Coors Field,2022-09-07T19:10:00Z,158,2022-09-07,19,9,Final,Milwaukee Brewers,Kyle Freeland,2022-09-07 - Milwaukee Brewers (4) @ Colorado Rockies (8) (Final),Kyle Freeland,R,4,Colorado Rockies,662871,Colorado Rockies,8,1,,115,Milwaukee Brewers,COL wins 2-1,Eric Lauer,['MLB.tv Free Game']
,Scott Alexander,Y,,Top,,American Family Field,2022-09-08T20:10:00Z,137,2022-09-08,32,9,Final,San Francisco Giants,Corbin Burnes,2022-09-08 - San Francisco Giants (1) @ Milwaukee Brewers (2) (Final),Corbin Burnes,R,1,Milwaukee Brewers,661219,Milwaukee Brewers,2,1,Devin Williams,158,San Francisco Giants,MIL leads 1-0,Jakob Junis,['MLBN (out-of-market only)']
,Alex Young,Y,,Top,,American Family Field,2022-09-08T20:15:00Z,137,2022-09-08,32,9,Final,San Francisco Giants,Freddy Peralta,2022-09-08 - San Francisco Giants (2) @ Milwaukee Brewers (4) (Final),Peter Strzelecki,R,2,Milwaukee Brewers,661233,Milwaukee Brewers,4,2,Taylor Rogers,158,San Francisco Giants,MIL wins 2-0,Alex Young,['MLBN (out-of-market only)']
,Nick Lodolo,N,,Bottom,,American Family Field,2022-09-10T00:10:00Z,113,2022-09-09,32,9,Final,Cincinnati Reds,Jason Alexander,2022-09-09 - Cincinnati Reds (8) @ Milwaukee Brewers (2) (Final),Nick Lodolo,R,8,Milwaukee Brewers,661185,Cincinnati Reds,2,1,,158,Milwaukee Brewers,CIN leads 1-0,Jason Alexander,[]
,Chase Anderson,N,,Top,,American Family Field,2022-09-10T23:15:00Z,113,2022-09-10,32,9,Final,Cincinnati Reds,Adrian Houser,2022-09-10 - Cincinnati Reds (1) @ Milwaukee Brewers (5) (Final),Adrian Houser,R,1,Milwaukee Brewers,661175,Milwaukee Brewers,5,1,,158,Cincinnati Reds,Series tied 1-1,Chase Anderson,[]
,Justin Dunn,N,,Top,,American Family Field,2022-09-11T18:10:00Z,113,2022-09-11,32,9,Final,Cincinnati Reds,Brandon Woodruff,2022-09-11 - Cincinnati Reds (6) @ Milwaukee Brewers (7) (Final),Brandon Woodruff,R,6,Milwaukee Brewers,661176,Milwaukee Brewers,7,1,Devin Williams,158,Cincinnati Reds,MIL wins 2-1,Justin Dunn,[]
,Matt Bush,N,,Bottom,,Busch Stadium,2022-09-13T23:45:00Z,158,2022-09-13,2889,9,Final,Milwaukee Brewers,Jordan Montgomery,2022-09-13 - Milwaukee Brewers (8) @ St. Louis Cardinals (4) (Final),Luis Perdomo,R,8,St. Louis Cardinals,661922,Milwaukee Brewers,4,1,,138,St. Louis Cardinals,MIL leads 1-0,Jordan Montgomery,[]
,Corbin Burnes,N,,Top,,Busch Stadium,2022-09-14T23:45:00Z,158,2022-09-14,2889,9,Final,Milwaukee Brewers,Adam Wainwright,2022-09-14 - Milwaukee Brewers (1) @ St. Louis Cardinals (4) (Final),Adam Wainwright,R,1,St. Louis Cardinals,661921,St. Louis Cardinals,4,1,Ryan Helsley,138,Milwaukee Brewers,Series tied 1-1,Corbin Burnes,['FS1']
,Frankie Montas,N,,Bottom,,American Family Field,2022-09-17T00:10:00Z,147,2022-09-16,32,9,Final,New York Yankees,Adrian Houser,2022-09-16 - New York Yankees (6) @ Milwaukee Brewers (7) (Final),Taylor Rogers,R,6,Milwaukee Brewers,661164,Milwaukee Brewers,7,1,,158,New York Yankees,MIL leads 1-0,Clay Holmes,['MLBN (out-of-market only)']
,Jameson Taillon,N,,Top,,American Family Field,2022-09-17T23:10:00Z,147,2022-09-17,32,9,Final,New York Yankees,Brandon Woodruff,2022-09-17 - New York Yankees (1) @ Milwaukee Brewers (4) (Final),Brandon Woodruff,R,1,Milwaukee Brewers,661163,Milwaukee Brewers,4,1,Devin Williams,158,New York Yankees,MIL wins 2-0,Jameson Taillon,['MLBN (out-of-market only)']
,Gerrit Cole,N,,Bottom,,American Family Field,2022-09-18T18:10:00Z,147,2022-09-18,32,9,Final,New York Yankees,Jason Alexander,2022-09-18 - New York Yankees (12) @ Milwaukee Brewers (8) (Final),Gerrit Cole,R,12,Milwaukee Brewers,661162,New York Yankees,8,1,,158,Milwaukee Brewers,MIL wins 2-1,Hoby Milner,['MLB.tv Free Game']
,Max Scherzer,N,,Bottom,,American Family Field,2022-09-19T23:40:00Z,121,2022-09-19,32,9,Final,New York Mets,Corbin Burnes,2022-09-19 - New York Mets (7) @ Milwaukee Brewers (2) (Final),Max Scherzer,R,7,Milwaukee Brewers,661161,New York Mets,2,1,,158,Milwaukee Brewers,NYM leads 1-0,Corbin Burnes,['MLBN (out-of-market only)']
,Sebastian Castro,N,,Bottom,,American Family Field,2022-09-20T23:40:00Z,121,2022-09-20,32,9,Final,New York Mets,Abraham Toro,2022-09-20 - New York Mets (7) @ Milwaukee Brewers (5) (Final),Joely Rodriguez,R,7,Milwaukee Brewers,661159,New York Mets,5,1,Edwin Diaz,158,Milwaukee Brewers,NYM wins 2-0,Taylor Rogers,[]
,Taijuan Walker,N,,Top,,American Family Field,2022-09-21T18:10:00Z,121,2022-09-21,32,9,Final,New York Mets,Adrian Houser,2022-09-21 - New York Mets (0) @ Milwaukee Brewers (6) (Final),Trevor Gott,R,0,Milwaukee Brewers,661158,Milwaukee Brewers,6,1,,158,New York Mets,NYM wins 2-1,Taijuan Walker,[]
,Brandon Woodruff,N,,Bottom,,Great American Ball Park,2022-09-22T22:40:00Z,158,2022-09-22,2602,9,Final,Milwaukee Brewers,Hunter Greene,2022-09-22 - Milwaukee Brewers (5) @ Cincinnati Reds (1) (Final),Brandon Woodruff,R,5,Cincinnati Reds,661069,Milwaukee Brewers,1,1,,113,Cincinnati Reds,MIL leads 1-0,Hunter Greene,[]
,Eric Lauer,N,,Bottom,,Great American Ball Park,2022-09-23T22:40:00Z,158,2022-09-23,2602,9,Final,Milwaukee Brewers,Luis Cessa,2022-09-23 - Milwaukee Brewers (5) @ Cincinnati Reds (3) (Final),Luis Perdomo,R,5,Cincinnati Reds,661068,Milwaukee Brewers,3,1,Devin Williams,113,Cincinnati Reds,MIL leads 2-0,Luis Cessa,[]
,Corbin Burnes,N,,Bottom,,Great American Ball Park,2022-09-24T22:40:00Z,158,2022-09-24,2602,9,Final,Milwaukee Brewers,Graham Ashcraft,2022-09-24 - Milwaukee Brewers (10) @ Cincinnati Reds (2) (Final),Corbin Burnes,R,10,Cincinnati Reds,661067,Milwaukee Brewers,2,1,,113,Cincinnati Reds,MIL wins 3-0,Graham Ashcraft,[]
,Freddy Peralta,N,,Top,,Great American Ball Park,2022-09-25T17:40:00Z,158,2022-09-25,2602,9,Final,Milwaukee Brewers,Nick Lodolo,2022-09-25 - Milwaukee Brewers (1) @ Cincinnati Reds (2) (Final),Buck Farmer,R,1,Cincinnati Reds,661066,Cincinnati Reds,2,1,Alexis Diaz,113,Milwaukee Brewers,MIL wins 3-1,Matt Bush,['MLBN (out-of-market only)']
,Miles Mikolas,N,,Bottom,,American Family Field,2022-09-27T23:40:00Z,138,2022-09-27,32,9,Final,St. Louis Cardinals,Adrian Houser,2022-09-27 - St. Louis Cardinals (6) @ Milwaukee Brewers (2) (Final),Miles Mikolas,R,6,Milwaukee Brewers,661155,St. Louis Cardinals,2,1,,158,Milwaukee Brewers,STL leads 1-0,Adrian Houser,['MLBN (out-of-market only)']
,Jose Quintana,N,,Top,,American Family Field,2022-09-28T23:40:00Z,138,2022-09-28,32,9,Final,St. Louis Cardinals,Brandon Woodruff,2022-09-28 - St. Louis Cardinals (1) @ Milwaukee Brewers (5) (Final),Brandon Woodruff,R,1,Milwaukee Brewers,661154,Milwaukee Brewers,5,1,,158,St. Louis Cardinals,Series tied 1-1,Jose Quintana,[]
,Braxton Garrett,N,,Bottom,,American Family Field,2022-09-29T23:40:00Z,146,2022-09-29,32,9,Final,Miami Marlins,Eric Lauer,2022-09-29 - Miami Marlins (4) @ Milwaukee Brewers (2) (Final),Tommy Nance,R,4,Milwaukee Brewers,661156,Miami Marlins,2,1,Dylan Floro,158,Milwaukee Brewers,MIA leads 1-0,Freddy Peralta,['MLBN (out-of-market only)']
,Sandy Alcantara,N,,Top,,American Family Field,2022-10-01T00:10:00Z,146,2022-09-30,32,9,Final,Miami Marlins,Corbin Burnes,2022-09-30 - Miami Marlins (0) @ Milwaukee Brewers (1) (Final),Corbin Burnes,R,0,Milwaukee Brewers,661157,Milwaukee Brewers,1,1,Devin Williams,158,Miami Marlins,Series tied 1-1,Sandy Alcantara,[]
,Edward Cabrera,N,,Bottom,,American Family Field,2022-10-01T23:10:00Z,146,2022-10-01,32,9,Final,Miami Marlins,Aaron Ashby,2022-10-01 - Miami Marlins (4) @ Milwaukee Brewers (3) (Final),Tommy Nance,R,4,Milwaukee Brewers,661152,Miami Marlins,3,1,Richard Bleier,158,Milwaukee Brewers,MIA leads 2-1,Devin Williams,[]
,Pablo Lopez,N,,Bottom,,American Family Field,2022-10-02T18:10:00Z,146,2022-10-02,32,12,Final,Miami Marlins,Freddy Peralta,2022-10-02 - Miami Marlins (4) @ Milwaukee Brewers (3) (Final),Huascar Brazoban,R,4,Milwaukee Brewers,661153,Miami Marlins,3,1,Tanner Scott,158,Milwaukee Brewers,MIA wins 3-1,Trevor Gott,[]
,Tommy Henry,N,,Bottom,,American Family Field,2022-10-03T23:40:00Z,109,2022-10-03,32,10,Final,Arizona Diamondbacks,Brandon Woodruff,2022-10-03 - Arizona Diamondbacks (5) @ Milwaukee Brewers (6) (Final),Brad Boxberger,R,5,Milwaukee Brewers,661213,Milwaukee Brewers,6,1,,158,Arizona Diamondbacks,MIL leads 1-0,Reyes Moronta,[]
,Zac Gallen,N,,Top,,American Family Field,2022-10-04T23:40:00Z,109,2022-10-04,32,9,Final,Arizona Diamondbacks,Eric Lauer,2022-10-04 - Arizona Diamondbacks (0) @ Milwaukee Brewers (3) (Final),Eric Lauer,R,0,Milwaukee Brewers,661223,Milwaukee Brewers,3,1,Peter Strzelecki,158,Arizona Diamondbacks,MIL wins 2-0,Zac Gallen,[]
,Merrill Kelly,N,,Bottom,,American Family Field,2022-10-05T20:10:00Z,109,2022-10-05,32,9,Final,Arizona Diamondbacks,Corbin Burnes,2022-10-05 - Arizona Diamondbacks (4) @ Milwaukee Brewers (2) (Final),Sean Poppen,R,4,Milwaukee Brewers,661227,Arizona Diamondbacks,2,1,Kevin Ginkel,158,Milwaukee Brewers,MIL wins 2-1,Trevor Gott,[]
