away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,summary,winning_pitcher,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Patrick Sandoval,N,,Bottom,Globe Life Field,2022-09-21T00:05:00Z,108,2022-09-20,5325,9,Final,Los Angeles Angels,Cole Ragans,2022-09-20 - Los Angeles Angels (5) @ Texas Rangers (2) (Final),Patrick Sandoval,R,5,Texas Rangers,661837,Los Angeles Angels,2,1,Jimmy Herget,140,Texas Rangers,LAA leads 1-0,Dennis Santana,[]
,Tucker Davidson,N,,Top,Globe Life Field,2022-09-22T00:05:00Z,108,2022-09-21,5325,9,Final,Los Angeles Angels,Dane Dunning,2022-09-21 - Los Angeles Angels (2) @ Texas Rangers (7) (Final),Dane Dunning,R,2,Texas Rangers,661783,Texas Rangers,7,1,,140,Los Angeles Angels,Series tied 1-1,Tucker Davidson,[]
,Michael Lorenzen,N,,Top,Globe Life Field,2022-09-22T18:05:00Z,108,2022-09-22,5325,9,Final,Los Angeles Angels,Martin Perez,2022-09-22 - Los Angeles Angels (3) @ Texas Rangers (5) (Final),Matt Moore,R,3,Texas Rangers,661806,Texas Rangers,5,1,Jose Leclerc,140,Los Angeles Angels,TEX wins 2-1,Jose Quijada,['MLBN (out-of-market only)']
,Cody Morris,N,,Bottom,Globe Life Field,2022-09-24T00:05:00Z,114,2022-09-23,5325,9,Final,Cleveland Guardians,Jon Gray,2022-09-23 - Cleveland Guardians (6) @ Texas Rangers (3) (Final),Cody Morris,R,6,Texas Rangers,661807,Cleveland Guardians,3,1,Emmanuel Clase,140,Texas Rangers,CLE leads 1-0,Taylor Hearn,[]
,Cal Quantrill,N,,Bottom,Globe Life Field,2022-09-24T23:05:00Z,114,2022-09-24,5325,9,Final,Cleveland Guardians,Glenn Otto,2022-09-24 - Cleveland Guardians (4) @ Texas Rangers (2) (Final),Cal Quantrill,R,4,Texas Rangers,661805,Cleveland Guardians,2,1,Emmanuel Clase,140,Texas Rangers,CLE wins 2-0,Brock Burke,['MLBN (out-of-market only)']
,Aaron Civale,N,,Bottom,Globe Life Field,2022-09-25T18:35:00Z,114,2022-09-25,5325,9,Final,Cleveland Guardians,Cole Ragans,2022-09-25 - Cleveland Guardians (10) @ Texas Rangers (4) (Final),Aaron Civale,R,10,Texas Rangers,661828,Cleveland Guardians,4,1,,140,Texas Rangers,CLE wins 3-0,Cole Ragans,[]
,Jesus Tinoco,N,,Bottom,T-Mobile Park,2022-09-28T01:40:00Z,140,2022-09-27,680,9,Final,Texas Rangers,Robbie Ray,2022-09-27 - Texas Rangers (5) @ Seattle Mariners (0) (Final),Tyson Miller,R,5,Seattle Mariners,662117,Texas Rangers,0,1,,136,Seattle Mariners,TEX leads 1-0,Robbie Ray,[]
,Martin Perez,N,,Top,T-Mobile Park,2022-09-29T01:40:00Z,140,2022-09-28,680,9,Final,Texas Rangers,George Kirby,2022-09-28 - Texas Rangers (1) @ Seattle Mariners (3) (Final),George Kirby,R,1,Seattle Mariners,661112,Seattle Mariners,3,1,Paul Sewald,136,Texas Rangers,Series tied 1-1,Martin Perez,[]
,Jon Gray,N,,Bottom,T-Mobile Park,2022-09-30T01:40:00Z,140,2022-09-29,680,11,Final,Texas Rangers,Marco Gonzales,2022-09-29 - Texas Rangers (9) @ Seattle Mariners (10) (Final),Chris Flexen,R,9,Seattle Mariners,661128,Seattle Mariners,10,1,,136,Texas Rangers,SEA wins 2-1,John King,[]
,Glenn Otto,N,,Top,Angel Stadium,2022-10-01T01:38:00Z,140,2022-09-30,1,9,Final,Texas Rangers,Reid Detmers,2022-09-30 - Texas Rangers (1) @ Los Angeles Angels (4) (Final),Reid Detmers,R,1,Los Angeles Angels,663406,Los Angeles Angels,4,1,Jimmy Herget,108,Texas Rangers,LAA leads 1-0,Glenn Otto,[]
,Cole Ragans,N,,Top,Angel Stadium,2022-10-02T01:07:00Z,140,2022-10-01,1,9,Final,Texas Rangers,Jose Suarez,2022-10-01 - Texas Rangers (2) @ Los Angeles Angels (3) (Final),Jose Suarez,R,2,Los Angeles Angels,663405,Los Angeles Angels,3,1,Ryan Tepera,108,Texas Rangers,LAA wins 2-0,Jonathan Hernandez,[]
,Tyson Miller,N,,Top,Angel Stadium,2022-10-02T20:07:00Z,140,2022-10-02,1,9,Final,Texas Rangers,Tucker Davidson,2022-10-02 - Texas Rangers (3) @ Los Angeles Angels (8) (Final),Jaime Barria,R,3,Los Angeles Angels,663419,Los Angeles Angels,8,1,,108,Texas Rangers,LAA wins 3-0,Tyson Miller,[]
,Luis Severino,N,,Bottom,Globe Life Field,2022-10-03T23:05:00Z,147,2022-10-03,5325,9,Final,New York Yankees,Martin Perez,2022-10-03 - New York Yankees (3) @ Texas Rangers (1) (Final),Luis Severino,R,3,Texas Rangers,662044,New York Yankees,1,1,Scott Effross,140,Texas Rangers,NYY leads 1-0,Martin Perez,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Jameson Taillon,S,,Bottom,Globe Life Field,2022-10-04T18:05:00Z,147,2022-10-04,5325,9,Final,New York Yankees,Jon Gray,2022-10-04 - New York Yankees (5) @ Texas Rangers (4) (Final),Aroldis Chapman,R,5,Texas Rangers,662062,New York Yankees,4,1,Jonathan Loaisiga,140,Texas Rangers,NYY leads 2-0,Brock Burke,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Gerrit Cole,S,,Top,Globe Life Field,2022-10-05T00:05:00Z,147,2022-10-04,5325,9,Final,New York Yankees,Jesus Tinoco,2022-10-04 - New York Yankees (2) @ Texas Rangers (3) (Final),Kolby Allard,R,2,Texas Rangers,662010,Texas Rangers,3,2,Matt Moore,140,New York Yankees,NYY leads 2-1,Gerrit Cole,['MLB.tv Free Game']
,Domingo German,N,,Top,Globe Life Field,2022-10-05T20:05:00Z,147,2022-10-05,5325,9,Final,New York Yankees,Glenn Otto,2022-10-05 - New York Yankees (2) @ Texas Rangers (4) (Final),Glenn Otto,R,2,Texas Rangers,661996,Texas Rangers,4,1,Matt Moore,140,New York Yankees,Series tied 2-2,Domingo German,['MLB.tv Free Game']
