away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,summary,winning_pitcher,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Lucas Giolito,N,,Bottom,Comerica Park,2022-09-16T23:10:00Z,145,2022-09-16,2394,10,Final,Chicago White Sox,Matt Manning,2022-09-16 - Chicago White Sox (2) @ Detroit Tigers (3) (Final),Alex Lange,R,2,Detroit Tigers,662781,Detroit Tigers,3,1,,116,Chicago White Sox,DET leads 1-0,Liam Hendriks,[]
,Davis Martin,N,,Bottom,Comerica Park,2022-09-17T22:10:00Z,145,2022-09-17,2394,11,Final,Chicago White Sox,Eduardo Rodriguez,2022-09-17 - Chicago White Sox (4) @ Detroit Tigers (3) (Final),Liam Hendriks,R,4,Detroit Tigers,662784,Chicago White Sox,3,1,Aaron Bummer,116,Detroit Tigers,Series tied 1-1,Gregory Soto,[]
,Vince Velasquez,N,,Bottom,Comerica Park,2022-09-18T16:10:00Z,145,2022-09-18,2394,9,Final,Chicago White Sox,Drew Hutchison,2022-09-18 - Chicago White Sox (11) @ Detroit Tigers (5) (Final),Tanner Banks,R,11,Detroit Tigers,662783,Chicago White Sox,5,1,,116,Detroit Tigers,CWS wins 2-1,Drew Hutchison,[]
,Tyler Alexander,N,,Bottom,Oriole Park at Camden Yards,2022-09-19T23:05:00Z,116,2022-09-19,2,9,Final,Detroit Tigers,Tyler Wells,2022-09-19 - Detroit Tigers (11) @ Baltimore Orioles (0) (Final),Tyler Alexander,R,11,Baltimore Orioles,663263,Detroit Tigers,0,1,,110,Baltimore Orioles,DET leads 1-0,Tyler Wells,[]
,Joey Wentz,N,,Bottom,Oriole Park at Camden Yards,2022-09-20T23:05:00Z,116,2022-09-20,2,9,Final,Detroit Tigers,Austin Voth,2022-09-20 - Detroit Tigers (3) @ Baltimore Orioles (2) (Final),Joey Wentz,R,3,Baltimore Orioles,663262,Detroit Tigers,2,1,Gregory Soto,110,Baltimore Orioles,DET wins 2-0,Austin Voth,[]
,Matt Manning,N,,Top,Oriole Park at Camden Yards,2022-09-21T23:05:00Z,116,2022-09-21,2,9,Final,Detroit Tigers,Jordan Lyles,2022-09-21 - Detroit Tigers (1) @ Baltimore Orioles (8) (Final),Jordan Lyles,R,1,Baltimore Orioles,663261,Baltimore Orioles,8,1,,110,Detroit Tigers,DET wins 2-1,Matt Manning,[]
,Eduardo Rodriguez,N,,Bottom,Guaranteed Rate Field,2022-09-24T00:10:00Z,116,2022-09-23,4,9,Final,Detroit Tigers,Lucas Giolito,2022-09-23 - Detroit Tigers (5) @ Chicago White Sox (3) (Final),Eduardo Rodriguez,R,5,Chicago White Sox,661431,Detroit Tigers,3,1,Gregory Soto,145,Chicago White Sox,DET leads 1-0,Reynaldo Lopez,[]
,Drew Hutchison,N,,Bottom,Guaranteed Rate Field,2022-09-24T23:10:00Z,116,2022-09-24,4,9,Final,Detroit Tigers,Davis Martin,2022-09-24 - Detroit Tigers (7) @ Chicago White Sox (2) (Final),Drew Hutchison,R,7,Chicago White Sox,661430,Detroit Tigers,2,1,,145,Chicago White Sox,DET wins 2-0,Davis Martin,[]
,Tyler Alexander,N,,Bottom,Guaranteed Rate Field,2022-09-25T18:10:00Z,116,2022-09-25,4,9,Final,Detroit Tigers,Dylan Cease,2022-09-25 - Detroit Tigers (4) @ Chicago White Sox (1) (Final),Andrew Chafin,R,4,Chicago White Sox,661429,Detroit Tigers,1,1,Gregory Soto,145,Chicago White Sox,DET wins 3-0,Kendall Graveman,[]
,Zack Greinke,N,,Bottom,Comerica Park,2022-09-27T22:40:00Z,118,2022-09-27,2394,10,Final,Kansas City Royals,Joey Wentz,2022-09-27 - Kansas City Royals (3) @ Detroit Tigers (4) (Final),Alex Lange,R,3,Detroit Tigers,662774,Detroit Tigers,4,1,,116,Kansas City Royals,DET leads 1-0,Anthony Misiewicz,[]
,Daniel Lynch,N,,Top,Comerica Park,2022-09-28T22:40:00Z,118,2022-09-28,2394,9,Final,Kansas City Royals,Matt Manning,2022-09-28 - Kansas City Royals (1) @ Detroit Tigers (2) (Final),Daniel Norris,R,1,Detroit Tigers,662773,Detroit Tigers,2,1,Gregory Soto,116,Kansas City Royals,DET wins 2-0,Daniel Lynch,[]
,Jonathan Heasley,N,,Top,Comerica Park,2022-09-29T17:10:00Z,118,2022-09-29,2394,9,Final,Kansas City Royals,Eduardo Rodriguez,2022-09-29 - Kansas City Royals (3) @ Detroit Tigers (10) (Final),Eduardo Rodriguez,R,3,Detroit Tigers,662772,Detroit Tigers,10,1,,116,Kansas City Royals,DET wins 3-0,Jonathan Heasley,['MLBN (out-of-market only)']
,Joe Ryan,N,,Bottom,Comerica Park,2022-09-30T23:10:00Z,142,2022-09-30,2394,9,Final,Minnesota Twins,Tyler Alexander,2022-09-30 - Minnesota Twins (7) @ Detroit Tigers (0) (Final),Joe Ryan,R,7,Detroit Tigers,662771,Minnesota Twins,0,1,,116,Detroit Tigers,MIN leads 1-0,Tyler Alexander,[]
,Dylan Bundy,N,,Top,Comerica Park,2022-10-01T22:10:00Z,142,2022-10-01,2394,9,Final,Minnesota Twins,Drew Hutchison,2022-10-01 - Minnesota Twins (2) @ Detroit Tigers (3) (Final),Daniel Norris,R,2,Detroit Tigers,662770,Detroit Tigers,3,1,Andrew Chafin,116,Minnesota Twins,Series tied 1-1,Ronny Henriquez,[]
,Simeon Woods Richardson,N,,Top,Comerica Park,2022-10-02T16:10:00Z,142,2022-10-02,2394,9,Final,Minnesota Twins,Joey Wentz,2022-10-02 - Minnesota Twins (2) @ Detroit Tigers (5) (Final),Alex Lange,R,2,Detroit Tigers,662769,Detroit Tigers,5,1,Gregory Soto,116,Minnesota Twins,DET wins 2-1,Simeon Woods Richardson,[]
,Bryan Garcia,N,,Bottom,T-Mobile Park,2022-10-04T01:40:00Z,116,2022-10-03,680,9,Final,Detroit Tigers,George Kirby,2022-10-03 - Detroit Tigers (4) @ Seattle Mariners (3) (Final),Bryan Garcia,R,4,Seattle Mariners,662201,Detroit Tigers,3,1,Andrew Chafin,136,Seattle Mariners,DET leads 1-0,George Kirby,[]
,Eduardo Rodriguez,Y,,Bottom,T-Mobile Park,2022-10-04T22:10:00Z,116,2022-10-04,680,10,Final,Detroit Tigers,Chris Flexen,2022-10-04 - Detroit Tigers (6) @ Seattle Mariners (7) (Final),Luis Torrens,R,6,Seattle Mariners,662200,Seattle Mariners,7,1,,136,Detroit Tigers,Series tied 1-1,Gregory Soto,[]
,Will Vest,Y,,Top,T-Mobile Park,2022-10-04T22:15:00Z,116,2022-10-04,680,9,Final,Detroit Tigers,Justus Sheffield,2022-10-04 - Detroit Tigers (6) @ Seattle Mariners (9) (Final),Justus Sheffield,R,6,Seattle Mariners,662199,Seattle Mariners,9,2,Diego Castillo,136,Detroit Tigers,SEA leads 2-1,Elvin Rodriguez,[]
,Tyler Alexander,N,,Bottom,T-Mobile Park,2022-10-05T20:10:00Z,116,2022-10-05,680,9,Final,Detroit Tigers,Marco Gonzales,2022-10-05 - Detroit Tigers (4) @ Seattle Mariners (5) (Final),Erik Swanson,R,4,Seattle Mariners,662195,Seattle Mariners,5,1,,136,Detroit Tigers,SEA wins 3-1,Gregory Soto,[]
